suite,fid,iid,ela_level.mmce_qda_50,ic.eps.max,disp.ratio_mean_02,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_qda_25,disp.diff_median_10,ela_level.lda_mda_25,ela_level.lda_qda_50,disp.diff_median_25,ela_level.lda_mda_50,ela_distr.number_of_peaks,disp.ratio_mean_05,disp.diff_mean_05,ela_level.lda_mda_10,ela_distr.skewness,pca.expl_var.cov_x,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_50,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,ic.m0,ela_level.lda_qda_10,disp.ratio_median_05,disp.diff_mean_25,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.lin_simple.coef.min,disp.diff_median_05,disp.ratio_mean_25,pca.expl_var.cor_init,pca.expl_var.cov_init,ela_level.qda_mda_50,ic.h.max,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.cond,nbc.nn_nb.cor,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,ela_level.qda_mda_10,ela_level.mmce_qda_10,pca.expl_var.cor_x,ic.eps.ratio,ela_level.mmce_mda_10,disp.ratio_mean_10,pca.expl_var_PC1.cov_x,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,ela_level.mmce_mda_25,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_50,disp.diff_mean_10,cluster
bbob,7,5,0.09865,30.654,0.75505,0.12065,1080.76545,0.1854,-3.19065,0.0854999999999999,2.18855,-2.0394,1.42075,1.8869,-1.35045,1.57485,1.0,0.80185,-2.5103,1.09015,1.02035,0.9,0.9998,0.1876499999999999,0.8392999999999999,0.89365,-3.10295,0.5365,1.951,0.7977000000000001,-1.32275,0.10405,0.65875,3.7964,-2.56725,0.8956,0.8182,0.0909,0.8304,0.8179,0.61285,7.18635,0.09715,-0.3417,0.74325,1.0025,0.5601499999999999,0.05355,0.9,1.7267,0.0957,0.843,0.12065,30.2881,0.74855,0.1304,0.9944,0.1627,0.06815,0.0997,0.86275,111.4021,0.96225,0.1174,-1.98875,0
bbob,8,1,0.1638,11195.6432,0.65485,0.1206,275360.2111,0.1882,-4.39445,0.1309,1.445,-2.88405,1.11155,1.386,-1.89145,1.154,1.0,0.7188,-3.56205,1.06075,0.9422,0.9,1.0,0.2278,0.77275,0.85095,-4.3716,0.5663,1.3866999999999998,0.71885,-1.9037,0.09385,0.7704500000000001,1603.40115,-3.5671,0.8497,0.9091,0.0909,0.8353999999999999,0.82565,0.55015,103.04415,0.1011,-0.39925,0.92055,0.5791,0.7678,0.0685,0.9,4.3193,0.0885,0.7719,0.1206,23.8,0.6536,0.1702,0.99365,0.1597,0.06095,0.1172999999999999,0.56645,38944.8803,0.9676,0.197,-2.88945,1
bbob,8,2,0.1517,14430.2717,0.6663,0.12135,369768.4336,0.1682,-4.263450000000001,0.1133,1.4978,-2.76075,1.15445,1.3808,-1.7887,1.14725,2.5,0.72915,-3.4314,1.07975,0.8591,0.9,1.0,0.21105,0.7824,0.85905,-4.2269000000000005,0.5583,1.4385,0.7286999999999999,-1.79745,0.0885,0.7758,894.4698000000001,-3.4424,0.8581,0.8182,0.0909,0.82865,0.82025,0.6063000000000001,113.33415,0.108,-0.39225,0.9372,0.5412,0.74865,0.0613999999999999,0.9,4.4294,0.0816,0.782,0.12135,50.98035,0.66405,0.145,0.9964,0.1631,0.0617,0.1197999999999999,0.6213,46469.37045,0.9667,0.184,-2.76115,0
bbob,8,3,0.14965,16188.5969,0.66795,0.1201,409943.14915,0.16895,-4.23435,0.11655,1.4539,-2.72265,1.14905,1.44615,-1.80845,1.19965,1.0,0.7318,-3.39745,1.07535,0.7472000000000001,0.9,1.0,0.2168,0.7855000000000001,0.85745,-4.20585,0.5595,1.4374,0.7316,-1.8117,0.08635,0.7845,2110.012,-3.4062,0.857,0.8182,0.0909,0.82885,0.8237,0.59405,102.4061,0.1158,-0.4067,0.9347,0.34125,0.7499,0.06035,0.9,4.4795,0.0806,0.78505,0.1201,17.652900000000002,0.66635,0.1483,0.9967,0.16105,0.0623,0.12555,0.6093,37883.8143,0.9663,0.1816499999999999,-2.72285,0
bbob,8,4,0.1637,12276.9105,0.6587000000000001,0.1231,299143.8652,0.1842,-4.348,0.1261499999999999,1.44935,-2.8487,1.10885,1.4207,-1.8852,1.1378,2.0,0.7215,-3.52735,1.05975,0.79435,0.9,1.0,0.23335,0.77555,0.85145,-4.322850000000001,0.56355,1.41355,0.72065,-1.89755,0.0906,0.766,933.04625,-3.5447,0.8502,0.9091,0.0909,0.7983499999999999,0.8279,0.54035,67.85665,0.1103,-0.41405,0.9116,0.43525,0.7551,0.0648,0.9,4.3694,0.08495,0.7753000000000001,0.1231,33.6786,0.65725,0.1647,0.99405,0.1597,0.06095,0.12295,0.5594,32320.6042,0.96745,0.20405,-2.8459000000000003,1
bbob,8,5,0.15575,12276.9105,0.6614,0.1205499999999999,309897.3915,0.1763,-4.3142,0.1227999999999999,1.43125,-2.79985,1.11095,1.38025,-1.8542,1.1155499999999998,1.0,0.7262500000000001,-3.4674500000000004,1.0694,0.86955,0.9,1.0,0.2127,0.77945,0.8539,-4.2895,0.56285,1.40235,0.72635,-1.86625,0.08675,0.7858,1758.86955,-3.4731,0.85265,0.8182,0.0909,0.8067,0.82875,0.60025,73.28465,0.10525,-0.4028,0.92935,0.77505,0.76505,0.0618,0.9,4.3694,0.08085,0.7787,0.1205499999999999,16.185850000000002,0.6601,0.15865,0.9945,0.16435,0.06125,0.121,0.61655,29149.76305,0.9673,0.19235,-2.80315,0
bbob,9,1,0.19025,8107.9098,0.69095,0.1195499999999999,182737.25185,0.25,-4.1615,0.1864,1.3413,-2.928,1.00325,2.22665,-2.0696000000000003,1.1667,2.0,0.7377,-3.32275,1.0,2.1664000000000003,0.9,1.0,0.42885,0.7693,0.8369,-3.91475,0.5642,1.10725,0.72465,-2.0429000000000004,0.1,0.74745,554.13945,-3.49485,0.83875,0.9091,0.0909,0.52605,0.8184,0.0458,1.54095,0.1147,-0.3989,0.5783,8.72485,0.9037,0.0902999999999999,0.9,4.2292,0.1,0.7777000000000001,0.1195499999999999,9.03325,0.6720999999999999,0.2497,0.73765,0.1171,0.05685,0.1266,0.17085,5908.4382000000005,0.971,0.3647,-2.81645,1
bbob,9,2,0.19355,8107.9098,0.67805,0.1212,178498.2769,0.25005,-4.258850000000001,0.1888,1.32505,-2.99365,0.99725,2.1796,-2.09145,1.17445,2.0,0.72715,-3.4561,1.0,2.1663,0.9,1.0,0.42495,0.76415,0.8351999999999999,-4.0778,0.5644,1.08035,0.7186,-2.07885,0.1,0.7495499999999999,272.27915,-3.5715,0.83585,0.9091,0.0909,0.5364,0.8192999999999999,0.0528,1.59315,0.1071999999999999,-0.39955,0.5934,8.823450000000001,0.9256,0.09255,0.9,4.2092,0.1,0.7694,0.1212,28.37045,0.66445,0.25065,0.7503,0.11715,0.05675,0.122,0.16925,7592.27,0.9709,0.36035,-2.92075,1
bbob,9,3,0.19275,8490.4152,0.6889000000000001,0.12125,183385.90075,0.25,-4.18455,0.18725,1.3351000000000002,-2.9239,1.00775,2.2268,-2.0715000000000003,1.16625,3.0,0.7376,-3.3245,1.0,2.1455,0.9,1.0,0.4281,0.76965,0.83675,-3.94045,0.56295,1.1119,0.72395,-2.0522,0.1,0.7598,352.8104,-3.503,0.838,0.9091,0.0909,0.52625,0.81775,0.0484,1.4969,0.1187,-0.39505,0.5730999999999999,8.18555,0.89935,0.08995,0.9,4.2292,0.1,0.7768999999999999,0.12125,17.80805,0.67035,0.24845,0.7292000000000001,0.1153,0.05745,0.13595,0.1742,6955.10265,0.97045,0.36645,-2.82625,1
bbob,9,4,0.19195,8107.9098,0.6869,0.12195,177300.3371,0.25,-4.20515,0.1864,1.34095,-2.9494,1.003,2.21485,-2.08435,1.18155,2.0,0.7369,-3.3331,1.0,2.12995,0.9,1.0,0.42545,0.76755,0.8358,-3.9662,0.5649500000000001,1.09815,0.7241,-2.062,0.1,0.7476,292.0009,-3.5021500000000003,0.8372,0.9091,0.0909,0.5306,0.8181,0.0511,1.34125,0.10655,-0.4005999999999999,0.58445,8.22015,0.9106,0.0910499999999999,0.9,4.2092,0.1,0.7744,0.12195,20.3103,0.66865,0.2492,0.7583,0.11655,0.05675,0.122,0.1851499999999999,5962.93985,0.97085,0.3612499999999999,-2.85795,1
bbob,9,5,0.1904,8490.4152,0.6811,0.1208,181797.17875,0.2501,-4.2493,0.18645,1.34095,-3.0037000000000003,1.00025,2.214,-2.1053,1.16575,2.0,0.7267,-3.46155,1.0,2.2523,0.9,1.0,0.4199,0.7633,0.8341000000000001,-4.0392,0.56495,1.08915,0.71665,-2.09675,0.1,0.74515,184.82975,-3.59555,0.8345,0.9091,0.0909,0.5266,0.81965,0.0562,1.7188,0.1296,-0.3941,0.5900000000000001,9.2355,0.91815,0.09185,0.9,4.2292,0.1,0.7693,0.1208,42.4655,0.6651,0.25015,0.747,0.1190499999999999,0.05665,0.13755,0.17625,7514.22515,0.97115,0.36045,-2.9225,1
bbob,10,1,0.0516999999999999,709334.1205,0.8409,0.1204,24413848.9442,0.13095,-2.0352,0.06125,2.16425,-1.36525,1.5438,1.2862,-0.8806,1.17,10.0,0.8684499999999999,-1.6662,1.0996,1.47925,0.9,1.0,0.06575,0.89245,0.9306,-2.0147500000000003,0.5267,2.57315,0.8669,-0.873,0.1064499999999999,0.72945,212042.7715,-1.6897,0.93105,0.8182,0.0909,0.89485,0.78095,0.7695000000000001,26.68025,0.0816,-0.2803,0.79925,2.44845,0.43165,0.0413,0.9,6.1512,0.0964,0.8928,0.1204,19.3479,0.8396,0.08175,0.9911,0.1716,0.08105,0.0794,0.9622,4036669.05225,0.9517,0.0571,-1.3578,0
bbob,10,2,0.06445,632289.76295,0.85625,0.11915,21441475.94225,0.1687,-1.8767,0.06745,2.52985,-1.2884000000000002,1.6553,1.3175,-0.89835,1.27825,11.0,0.87965,-1.5247,1.08065,1.6206,0.9,1.0,0.0852499999999999,0.8985000000000001,0.9292,-1.8206,0.53055,2.49865,0.87835,-0.8903,0.1175499999999999,0.6635,733972.79565,-1.5438,0.9297,0.8182,0.0909,0.97575,0.7803,0.7193,24.5244,0.08635,-0.27765,0.7574000000000001,3.42735,0.4262,0.04675,0.9,6.1311,0.1081,0.89935,0.11915,4.2624,0.8521,0.10185,0.9916,0.16975,0.08115,0.087,0.95425,3090770.0138,0.95165,0.0658499999999999,-1.27515,0
bbob,10,3,0.06555,447353.3054,0.86905,0.11965,13760132.22695,0.28905,-1.6844,0.0912999999999999,3.18345,-1.1235,2.48565,3.67795,-0.7922,2.6934,7.0,0.89185,-1.3703,0.98535,2.0864000000000003,0.9,1.0,0.2397,0.91155,0.93755,-1.65895,0.5438000000000001,1.7816,0.8914500000000001,-0.78005,0.1035,0.77565,54863.9424,-1.37765,0.9384,0.9091,0.0909,0.7286999999999999,0.7878000000000001,0.39625,45.0783,0.0801,-0.28515,0.47735,5.3109,0.5538000000000001,0.058,0.9,6.011,0.1049,0.913,0.11965,35.341899999999995,0.8672500000000001,0.1169,0.9942,0.1498999999999999,0.0807499999999999,0.08415,0.9161,1955567.592,0.9525,0.0895499999999999,-1.102,3
bbob,10,4,0.0312999999999999,852964.45,0.8362,0.1198,30510201.9025,0.06045,-2.1188,0.0456499999999999,1.3057500000000002,-1.5008,1.1759,1.1029,-0.9755,0.97605,8.0,0.8599,-1.7742,1.11105,2.0846,0.9,1.0,0.0339,0.88175,0.92315,-2.07525,0.5245,2.76325,0.8589,-0.96125,0.0934,0.87695,93119.21515,-1.7903,0.9241,0.8182,0.0909,0.90415,0.7747999999999999,0.78425,28.7761,0.0832499999999999,-0.2683,0.8065,5.96365,0.4004999999999999,0.0341,0.9,6.2312,0.08505,0.8841,0.1198,56.98895,0.8330500000000001,0.0513,0.98985,0.1725999999999999,0.0824,0.0814,0.96325,5313528.62135,0.95045,0.0344,-1.4682,0
bbob,10,5,0.0678,447353.3054,0.8588,0.12065,12388560.2356,0.26955,-1.8144,0.09245,2.91365,-1.1198,2.4337,5.38215,-0.7746500000000001,4.2291,6.0,0.8896,-1.39855,1.006,2.1758,0.9,1.0,0.3628,0.91175,0.93895,-1.7884,0.5434000000000001,1.84375,0.8874500000000001,-0.7636000000000001,0.1038,0.8472500000000001,39023.37105,-1.42895,0.9397,0.9091,0.0909,0.7779,0.79645,0.0892,28.7961,0.08645,-0.3102,0.1866499999999999,7.29665,0.5413,0.05645,0.9,5.971,0.1033,0.912,0.12065,15.9951,0.85705,0.11095,0.99495,0.1221,0.08045,0.0897,0.90135,625503.27085,0.95325,0.0859,-1.1147,3
bbob,11,1,0.0631,355263.4677,0.9741,0.11975,8448250.25685,0.25,-0.3216,0.0788,3.1746,-0.32575,2.98745,6.6264,-0.31065,11.00495,15.5,0.97365,-0.33385,1.0,2.22725,0.9,1.0,0.416,0.97435,0.9755,-0.32815,0.5587500000000001,1.96805,0.97385,-0.3101,0.1,0.9322,28804.4485,-0.3317,0.97555,0.9091,0.0909,1.6485,0.77205,0.06755,119.9295,0.05615,-0.2815499999999999,0.21415,6.1377500000000005,0.5081,0.0508,0.9,5.9309,0.1,0.97485,0.11975,21.7905,0.97465,0.08365,0.9962,0.1180499999999999,0.09825,0.05705,0.84985,623207.5086000001,0.9394,0.03805,-0.31845,3
bbob,11,2,0.05715,355263.4677,0.9709,0.1202,8278599.15985,0.25,-0.3737,0.077,3.2468,-0.3818,3.3756500000000003,8.3447,-0.3443,14.0243,14.5,0.9707,-0.3715,1.0,2.22175,0.9,1.0,0.47675,0.96995,0.9729,-0.3681999999999999,0.5597,2.01515,0.971,-0.3455,0.1,1.0258500000000002,13235.0937,-0.368,0.97275,0.9091,0.0909,1.71915,0.77295,0.01805,106.6806,0.05905,-0.28025,0.1431,6.1995000000000005,0.4962499999999999,0.04965,0.9,5.9209,0.1,0.96985,0.1202,22.8781,0.97055,0.07405,0.9962,0.1111,0.0989,0.0613,0.866,290443.5979,0.939,0.0344,-0.3823,3
bbob,11,3,0.0564999999999999,389574.5616,0.95705,0.121,12257016.63415,0.3491999999999999,-0.5285500000000001,0.0701499999999999,4.97865,-0.50595,2.5672,2.1395,-0.46375,1.4869,14.0,0.958,-0.53145,1.0,2.0852,0.9,1.0,0.1201,0.9601,0.96345,-0.5442,0.54855,2.10935,0.9582,-0.4636,0.10005,0.5074000000000001,130533.83735,-0.53015,0.9634,0.9091,0.0909,0.72595,0.7596,0.52625,94.5116,0.06495,-0.2487,0.57765,4.8079,0.47295,0.04745,0.9,5.991,0.1002,0.9595,0.121,19.760150000000003,0.95835,0.13585,0.9937,0.1594499999999999,0.0967,0.05675,0.9397,2458327.5634,0.94025,0.07775,-0.51305,3
bbob,11,4,0.0608,407953.4503,0.95475,0.1217999999999999,13721665.4717,0.3371,-0.5689,0.0648,5.2208000000000006,-0.5668500000000001,2.20565,1.26795,-0.5405,1.0966,14.0,0.95525,-0.5665,1.0018,1.94765,0.9,1.0,0.0795,0.95535,0.9574,-0.57325,0.54725,2.2313,0.9559,-0.5441,0.10225,0.42805,63044.04265,-0.55955,0.95705,0.8182,0.0909,0.82755,0.7588,0.6023499999999999,65.9975,0.0728,-0.2491,0.63615,4.21365,0.4502,0.04615,0.9,6.031,0.10205,0.9545,0.1217999999999999,42.7673,0.95515,0.14915,0.993,0.16365,0.09565,0.06455,0.95915,2649730.93515,0.9409,0.0723,-0.57655,3
bbob,11,5,0.05395,355263.4677,0.9746,0.1187,8363147.083000001,0.25,-0.3278,0.0774499999999999,3.2284,-0.3167,3.0211,7.8247,-0.3142,13.1177,14.0,0.97415,-0.3278999999999999,1.0,2.31685,0.9,1.0,0.4245,0.97505,0.9752,-0.32215,0.55995,2.0076,0.9745,-0.3174,0.1,0.91755,22782.1262,-0.3235,0.97495,0.9091,0.0909,1.68945,0.77205,0.0262,73.9693,0.0616499999999999,-0.2758,0.14145,7.5846,0.4981,0.0498,0.9,5.9209,0.1,0.97475,0.1187,16.220950000000002,0.97415,0.0828,0.99575,0.1127,0.0992,0.0628499999999999,0.88845,391267.87975,0.9387,0.03235,-0.31975,3
bbob,12,1,0.1294,7796360.1304,0.6688000000000001,0.12045,939186742.75875,0.1638,-4.236700000000001,0.1138,1.42805,-2.7098,1.1662,1.46095,-1.66005,1.33545,26.5,0.73325,-3.37865,1.07275,15.02225,0.9,1.0,0.1865,0.7864,0.86915,-4.19615,0.5389,1.48195,0.73275,-1.66765,0.0968499999999999,0.80855,5876616.0901,-3.39015,0.86835,0.9091,0.0909,0.9215,0.7233499999999999,0.13995,7.0852,0.1022,-0.13495,0.19075,346.0931,0.72235,0.06545,0.9,7.5526,0.0900499999999999,0.78655,0.12045,40.81625,0.66615,0.13995,0.4799,0.1266,0.06305,0.1089499999999999,0.3367,234898126.3497,0.9654,0.1408499999999999,-2.7035,1
bbob,12,2,0.10755,15566543.5927,0.67775,0.121,1236664874.60565,0.1342499999999999,-4.09925,0.09515,1.40605,-2.4631,1.1584,1.3140999999999998,-1.42105,1.2229,8.0,0.74875,-3.18315,1.08745,7.9604,0.9,1.0,0.141,0.8059000000000001,0.888,-4.0823,0.5307,1.46465,0.74735,-1.42015,0.0846,0.82155,40209419.09985,-3.2071,0.8879,0.9091,0.0909,0.9281,0.71265,0.3214,12.38705,0.0995,-0.17665,0.37555,105.22875,0.73935,0.05805,0.9,7.7728,0.0783,0.80565,0.121,7.0363500000000005,0.6771,0.11635,0.7256,0.1446,0.06755,0.1047,0.60805,265748519.32555,0.9616,0.11485,-2.46165,1
bbob,12,3,0.0931,11019385.88275,0.7011499999999999,0.11975,5287403653.2057495,0.11605,-3.81675,0.0771,1.50075,-2.29995,1.307,1.42065,-1.3082,1.3564,43.0,0.7663500000000001,-2.95965,1.0891000000000002,15.835449999999998,0.9,1.0,0.1335,0.8188,0.8969,-3.7849,0.5284500000000001,1.53745,0.7661,-1.30605,0.0754,0.86835,253960215.56715,-2.9692,0.8969,0.9091,0.0909,0.9586,0.66675,0.1591,34.6136,0.10495,-0.1052,0.19065,385.3982,0.71,0.04925,0.9,8.033,0.0694,0.81835,0.11975,6.3157,0.6991,0.08825,0.5420499999999999,0.12825,0.06925,0.10615,0.4186499999999999,1758870921.06315,0.96035,0.09665,-2.3009,1
bbob,12,4,0.11385,9375015.0151,0.6766000000000001,0.1219,3414615023.3247995,0.153,-4.12875,0.10705,1.4609,-2.51165,1.16285,1.3803,-1.4648,1.2395,46.0,0.7463500000000001,-3.2133,1.0813,16.5701,0.9,1.0,0.1585,0.8020499999999999,0.88455,-4.0971,0.53455,1.44365,0.74465,-1.45955,0.0880499999999999,0.8021,64429050.92515,-3.241,0.88475,0.9091,0.0909,0.9022,0.6897,0.14535,29.1446,0.09775,-0.1049,0.17715,422.161,0.7462,0.06145,0.9,7.8529,0.0818,0.80305,0.1219,16.6006,0.67475,0.133,0.5181,0.1294,0.0671,0.1038999999999999,0.38485,1034823836.0544,0.962,0.1243,-2.49445,1
bbob,12,5,0.1411,12362095.4374,0.67595,0.1205,1640357526.4548,0.16745,-4.11265,0.11285,1.48745,-2.5028,1.1864,1.5227,-1.5143,1.38055,32.0,0.7461,-3.21685,1.08535,15.53005,0.9,1.0,0.2151,0.80275,0.8806499999999999,-4.10455,0.5406,1.4287,0.74605,-1.5114999999999998,0.08455,0.8005,12402050.27515,-3.22255,0.8807,0.9091,0.0909,0.90705,0.7162,0.1176,5.7366,0.10535,-0.1274,0.1602,404.74235,0.7575000000000001,0.05975,0.9,7.7928,0.07815,0.8028500000000001,0.1205,34.76015,0.6759,0.1407999999999999,0.4585,0.12445,0.06555,0.10665,0.3178,432582652.91015,0.9634,0.154,-2.49705,1
bbob,13,1,0.0953,33.6145,0.6865,0.12065,2405.9593000000004,0.1348,-4.0434,0.08175,1.6433,-2.52045,1.2094,1.48565,-1.6121,1.1927500000000002,1.0,0.7504500000000001,-3.16145,1.0979,0.2115,0.9,0.9998,0.142,0.8015000000000001,0.87305,-3.97165,0.5293,1.718,0.74745,-1.60565,0.07885,0.7357,5.8383,-3.2060000000000004,0.87325,0.8182,0.0909,0.80175,0.8312999999999999,0.78105,3.4535,0.1109,-0.36645,0.9034,-0.0859,0.641,0.0458,0.9,1.7467,0.07185,0.80335,0.12065,17.0927,0.68145,0.11215,0.9959,0.17325,0.0616499999999999,0.10565,0.868,100.43845,0.96685,0.118,-2.49125,0
bbob,13,2,0.08405,36.861,0.70265,0.12085,2533.8543,0.1186,-3.8393,0.0735,1.60575,-2.377,1.2072,1.3922,-1.49385,1.13505,1.0,0.7676499999999999,-2.9432,1.1142,0.2223,0.9,0.9998,0.1163,0.81275,0.8823,-3.76635,0.5264,1.7304,0.7656499999999999,-1.4794,0.07505,0.7524500000000001,6.47805,-2.9733,0.88325,0.8182,0.0909,0.81185,0.8305,0.8417,2.1727,0.10285,-0.3562499999999999,0.922,-0.17975,0.6433,0.04405,0.9,1.7868,0.06735,0.81465,0.12085,19.681,0.69735,0.0988999999999999,0.996,0.17615,0.06505,0.10925,0.9091,126.96725,0.96425,0.10195,-2.34835,0
bbob,13,3,0.12185,30.654,0.6906,0.12165,1884.74515,0.1954,-3.98675,0.10395,1.8883,-2.58425,1.24975,1.9223,-1.7127,1.3022,1.0,0.75055,-3.16005,1.0889,0.1873,0.9,0.9996,0.2361,0.7964,0.865,-3.91975,0.5444,1.60355,0.7459,-1.69975,0.09525,0.6657,6.62895,-3.22565,0.8657999999999999,0.9091,0.0909,0.6767000000000001,0.8383,0.5163,2.6261,0.1153,-0.4085499999999999,0.7566,0.06535,0.6746,0.059,0.9,1.7067,0.08795,0.79975,0.12165,10.4203,0.6859,0.15705,0.9916,0.158,0.0593,0.12425,0.73905,68.21195,0.9688,0.1807,-2.5369,1
bbob,13,4,0.12625,30.654,0.6917,0.12135,3034.9147000000003,0.1997999999999999,-3.9676,0.1056,1.8642,-2.57635,1.2748499999999998,1.94005,-1.72365,1.30215,1.0,0.75315,-3.1272,1.09155,0.1555,0.9,0.9996,0.24435,0.79695,0.8642,-3.90515,0.54355,1.61625,0.7497,-1.70535,0.09465,0.6756500000000001,1.3438,-3.17675,0.8653500000000001,0.9091,0.0909,0.6779,0.8369,0.4992,2.87585,0.1232999999999999,-0.41125,0.75375,0.07405,0.6710499999999999,0.05765,0.9,1.7067,0.0867,0.79995,0.12135,52.15645,0.68735,0.15485,0.9909,0.15685,0.05965,0.1331999999999999,0.73225,71.95365,0.9685,0.1846,-2.53395,1
bbob,13,5,0.12605,32.1001,0.6892499999999999,0.12,2070.0062500000004,0.22145,-4.05485,0.11775,1.87855,-2.73505,1.2381,1.96975,-1.80125,1.34845,1.0,0.7441,-3.24125,1.0487,0.29245,0.9,0.9996,0.2498,0.78445,0.85805,-3.93685,0.54435,1.5752000000000002,0.7367,-1.7862,0.1033,0.65795,3.64265,-3.3409,0.85895,0.9091,0.0909,0.6728,0.8392,0.46455,3.67295,0.11225,-0.4208,0.767,0.1004,0.6741,0.06615,0.9,1.7267,0.09855,0.78935,0.12,15.47035,0.68035,0.1777,0.99075,0.15365,0.05805,0.1249,0.6884,55.4577,0.9698,0.1856999999999999,-2.6679,1
bbob,14,1,0.1045,5.3177,0.7323,0.1202999999999999,143.59300000000002,0.1378,-3.4829,0.0853,1.607,-2.0693,1.2636500000000002,1.4836,-1.2821,1.30045,6.0,0.79295,-2.62265,1.1135000000000002,2.0635000000000003,0.9,0.9974,0.154,0.83695,0.89895,-3.39095,0.5326,1.6917,0.78825,-1.26545,0.08145,0.7849999999999999,1.1793,-2.6865,0.9001,0.8182,0.0909,0.874,0.77785,0.64185,49.85765,0.0978,-0.2892,0.7275,6.1240000000000006,0.6595,0.04785,0.9,1.0661,0.07285,0.83945,0.1202999999999999,22.9883,0.7255,0.1089499999999999,0.9564,0.1644499999999999,0.0702,0.0993999999999999,0.8635,27.04525,0.95965,0.11995,-2.03355,0
bbob,14,2,0.0926,5.5686,0.73095,0.12135,39.6689,0.15005,-3.53465,0.08715,1.72745,-2.0490500000000003,1.3560500000000002,1.6402,-1.23765,1.8624,8.0,0.7957,-2.5876,1.10915,2.07695,0.9,0.9982,0.15075,0.8385,0.90245,-3.4081,0.5332,1.7689,0.7893,-1.2227,0.09115,0.7875,1.28105,-2.67415,0.90345,0.8182,0.0909,1.12315,0.7639,0.58785,10.7365,0.09515,-0.2807,0.6556,6.49585,0.629,0.0514,0.9,1.1061,0.0815,0.8423,0.12135,29.59955,0.72155,0.1116,0.93835,0.1625,0.07105,0.1015,0.85645,38.45365,0.959,0.0822,-1.99725,0
bbob,14,3,0.12195,3.8511,0.71635,0.1205499999999999,207.63025,0.1915,-3.70325,0.103,1.86245,-2.21645,1.2684,1.8557,-1.3619500000000002,1.4221,5.0,0.7804500000000001,-2.781,1.07395,2.0651,0.9,0.99335,0.22625,0.8253,0.8926499999999999,-3.5923,0.54355,1.6843,0.7741,-1.33065,0.10195,0.6764,0.77635,-2.86625,0.8949,0.9091,0.0909,0.77595,0.788,0.43765,11.30515,0.1031,-0.31515,0.59395,6.594250000000001,0.63195,0.0603,0.9,0.9259,0.0947,0.82935,0.1205499999999999,25.65155,0.7081999999999999,0.15005,0.9345,0.1513,0.06725,0.1101999999999999,0.71685,20.1289,0.96235,0.1583,-2.1618500000000003,1
bbob,14,4,0.1225,4.0328,0.7267999999999999,0.12065,185.5101,0.1896,-3.5425,0.10205,1.84515,-2.16355,1.2868,1.80955,-1.3459,1.4753500000000002,4.0,0.7874000000000001,-2.6934,1.0914,2.94855,0.9,0.9954,0.2193,0.8295,0.89395,-3.46065,0.5385500000000001,1.7271,0.7818499999999999,-1.3153,0.09795,0.6964,0.2396,-2.7672,0.8962,0.9091,0.0909,0.8089,0.7843,0.4176,8.2131,0.09845,-0.2889,0.5176499999999999,15.0968,0.6363,0.0568,0.9,0.9459,0.0907,0.8338,0.12065,78.8973,0.72085,0.1464,0.8835500000000001,0.1508,0.06785,0.1038,0.7616,18.56925,0.96185,0.1513,-2.1050500000000003,1
bbob,14,5,0.10715,5.5686,0.7344,0.12125,181.0626,0.14235,-3.4984,0.087,1.63115,-2.0599,1.25305,1.54285,-1.2765,1.4045999999999998,5.0,0.7948500000000001,-2.5989,1.09935,2.31785,0.9,0.9984,0.16515,0.8377,0.8994,-3.3643,0.5325500000000001,1.6065999999999998,0.7885500000000001,-1.2571,0.0791,0.7755,1.3415499999999998,-2.6833,0.9008,0.8182,0.0909,0.92785,0.7755,0.57855,30.71075,0.0997,-0.2794999999999999,0.661,7.4534,0.6799999999999999,0.0491,0.9,1.1061,0.07205,0.8405,0.12125,29.057450000000003,0.72435,0.113,0.9464,0.1617,0.0708,0.1079,0.83665,39.88075,0.95995,0.11685,-2.0204500000000003,0
