suite,fid,iid,ela_meta.quad_simple.cond,ela_level.lda_qda_10,ic.eps.ratio,disp.diff_median_25,ela_level.lda_mda_25,nbc.dist_ratio.coeff_var,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_50,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.adj_r2,disp.ratio_median_02,disp.diff_mean_05,pca.expl_var.cov_init,ela_level.mmce_qda_10,ela_level.mmce_lda_50,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,disp.ratio_mean_10,disp.diff_mean_25,ela_level.mmce_mda_10,ela_level.lda_mda_50,disp.ratio_median_25,pca.expl_var_PC1.cor_x,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,disp.ratio_mean_05,pca.expl_var.cor_x,ela_level.mmce_lda_25,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.diff_median_02,ela_level.lda_qda_50,ela_level.mmce_qda_25,disp.ratio_median_10,ela_distr.skewness,disp.diff_mean_02,disp.ratio_mean_25,nbc.nb_fitness.cor,ela_level.mmce_mda_25,ela_level.lda_qda_25,pca.expl_var_PC1.cov_x,disp.diff_median_10,ela_meta.lin_simple.coef.min,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ic.h.max,pca.expl_var.cov_x,ela_level.qda_mda_10,ic.eps.max,nbc.nn_nb.cor,pca.expl_var_PC1.cov_init,disp.diff_mean_10,disp.ratio_mean_02,ela_level.mmce_qda_50,ela_distr.number_of_peaks,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_50,ic.m0,disp.diff_median_05,ela_level.mmce_lda_10,clustering_12_clusters
bbob,7,5,7.18635,1.951,1.7267,-1.35045,1.42075,0.06815,0.74325,0.8304,0.1627,0.61285,0.74855,-2.5103,0.0909,0.05355,0.1876499999999999,1.09015,0.0997,0.843,-1.32275,0.0957,1.57485,0.89365,0.12065,0.9944,0.8182,30.2881,0.7977000000000001,0.80185,0.9,0.1854,0.96225,1.0025,-3.19065,1.8869,0.0854999999999999,0.8392999999999999,1.02035,-3.10295,0.8956,-0.3417,0.1304,2.18855,0.12065,-2.0394,3.7964,0.65875,1080.76545,0.8179,0.9,0.5601499999999999,30.654,0.09715,0.9998,-1.98875,0.75505,0.09865,1.0,0.86275,111.4021,0.1174,0.5365,-2.56725,0.10405,0
bbob,8,1,103.04415,1.3866999999999998,4.3193,-1.89145,1.11155,0.06095,0.92055,0.8353999999999999,0.1597,0.55015,0.6536,-3.56205,0.0909,0.0685,0.2278,1.06075,0.1172999999999999,0.7719,-1.9037,0.0885,1.154,0.85095,0.1206,0.99365,0.9091,23.8,0.71885,0.7188,0.9,0.1882,0.9676,0.5791,-4.39445,1.386,0.1309,0.77275,0.9422,-4.3716,0.8497,-0.39925,0.1702,1.445,0.1206,-2.88405,1603.40115,0.7704500000000001,275360.2111,0.82565,0.9,0.7678,11195.6432,0.1011,1.0,-2.88945,0.65485,0.1638,1.0,0.56645,38944.8803,0.197,0.5663,-3.5671,0.09385,0
bbob,8,2,113.33415,1.4385,4.4294,-1.7887,1.15445,0.0617,0.9372,0.82865,0.1631,0.6063000000000001,0.66405,-3.4314,0.0909,0.0613999999999999,0.21105,1.07975,0.1197999999999999,0.782,-1.79745,0.0816,1.14725,0.85905,0.12135,0.9964,0.8182,50.98035,0.7286999999999999,0.72915,0.9,0.1682,0.9667,0.5412,-4.263450000000001,1.3808,0.1133,0.7824,0.8591,-4.2269000000000005,0.8581,-0.39225,0.145,1.4978,0.12135,-2.76075,894.4698000000001,0.7758,369768.4336,0.82025,0.9,0.74865,14430.2717,0.108,1.0,-2.76115,0.6663,0.1517,2.5,0.6213,46469.37045,0.184,0.5583,-3.4424,0.0885,0
bbob,8,3,102.4061,1.4374,4.4795,-1.80845,1.14905,0.0623,0.9347,0.82885,0.16105,0.59405,0.66635,-3.39745,0.0909,0.06035,0.2168,1.07535,0.12555,0.78505,-1.8117,0.0806,1.19965,0.85745,0.1201,0.9967,0.8182,17.652900000000002,0.7316,0.7318,0.9,0.16895,0.9663,0.34125,-4.23435,1.44615,0.11655,0.7855000000000001,0.7472000000000001,-4.20585,0.857,-0.4067,0.1483,1.4539,0.1201,-2.72265,2110.012,0.7845,409943.14915,0.8237,0.9,0.7499,16188.5969,0.1158,1.0,-2.72285,0.66795,0.14965,1.0,0.6093,37883.8143,0.1816499999999999,0.5595,-3.4062,0.08635,0
bbob,8,4,67.85665,1.41355,4.3694,-1.8852,1.10885,0.06095,0.9116,0.7983499999999999,0.1597,0.54035,0.65725,-3.52735,0.0909,0.0648,0.23335,1.05975,0.12295,0.7753000000000001,-1.89755,0.08495,1.1378,0.85145,0.1231,0.99405,0.9091,33.6786,0.72065,0.7215,0.9,0.1842,0.96745,0.43525,-4.348,1.4207,0.1261499999999999,0.77555,0.79435,-4.322850000000001,0.8502,-0.41405,0.1647,1.44935,0.1231,-2.8487,933.04625,0.766,299143.8652,0.8279,0.9,0.7551,12276.9105,0.1103,1.0,-2.8459000000000003,0.6587000000000001,0.1637,2.0,0.5594,32320.6042,0.20405,0.56355,-3.5447,0.0906,0
bbob,8,5,73.28465,1.40235,4.3694,-1.8542,1.11095,0.06125,0.92935,0.8067,0.16435,0.60025,0.6601,-3.4674500000000004,0.0909,0.0618,0.2127,1.0694,0.121,0.7787,-1.86625,0.08085,1.1155499999999998,0.8539,0.1205499999999999,0.9945,0.8182,16.185850000000002,0.72635,0.7262500000000001,0.9,0.1763,0.9673,0.77505,-4.3142,1.38025,0.1227999999999999,0.77945,0.86955,-4.2895,0.85265,-0.4028,0.15865,1.43125,0.1205499999999999,-2.79985,1758.86955,0.7858,309897.3915,0.82875,0.9,0.76505,12276.9105,0.10525,1.0,-2.80315,0.6614,0.15575,1.0,0.61655,29149.76305,0.19235,0.56285,-3.4731,0.08675,0
bbob,9,1,1.54095,1.10725,4.2292,-2.0696000000000003,1.00325,0.05685,0.5783,0.52605,0.1171,0.0458,0.6720999999999999,-3.32275,0.0909,0.0902999999999999,0.42885,1.0,0.1266,0.7777000000000001,-2.0429000000000004,0.1,1.1667,0.8369,0.1195499999999999,0.73765,0.9091,9.03325,0.72465,0.7377,0.9,0.25,0.971,8.72485,-4.1615,2.22665,0.1864,0.7693,2.1664000000000003,-3.91475,0.83875,-0.3989,0.2497,1.3413,0.1195499999999999,-2.928,554.13945,0.74745,182737.25185,0.8184,0.9,0.9037,8107.9098,0.1147,1.0,-2.81645,0.69095,0.19025,2.0,0.17085,5908.4382000000005,0.3647,0.5642,-3.49485,0.1,0
bbob,9,2,1.59315,1.08035,4.2092,-2.09145,0.99725,0.05675,0.5934,0.5364,0.11715,0.0528,0.66445,-3.4561,0.0909,0.09255,0.42495,1.0,0.122,0.7694,-2.07885,0.1,1.17445,0.8351999999999999,0.1212,0.7503,0.9091,28.37045,0.7186,0.72715,0.9,0.25005,0.9709,8.823450000000001,-4.258850000000001,2.1796,0.1888,0.76415,2.1663,-4.0778,0.83585,-0.39955,0.25065,1.32505,0.1212,-2.99365,272.27915,0.7495499999999999,178498.2769,0.8192999999999999,0.9,0.9256,8107.9098,0.1071999999999999,1.0,-2.92075,0.67805,0.19355,2.0,0.16925,7592.27,0.36035,0.5644,-3.5715,0.1,0
bbob,9,3,1.4969,1.1119,4.2292,-2.0715000000000003,1.00775,0.05745,0.5730999999999999,0.52625,0.1153,0.0484,0.67035,-3.3245,0.0909,0.08995,0.4281,1.0,0.13595,0.7768999999999999,-2.0522,0.1,1.16625,0.83675,0.12125,0.7292000000000001,0.9091,17.80805,0.72395,0.7376,0.9,0.25,0.97045,8.18555,-4.18455,2.2268,0.18725,0.76965,2.1455,-3.94045,0.838,-0.39505,0.24845,1.3351000000000002,0.12125,-2.9239,352.8104,0.7598,183385.90075,0.81775,0.9,0.89935,8490.4152,0.1187,1.0,-2.82625,0.6889000000000001,0.19275,3.0,0.1742,6955.10265,0.36645,0.56295,-3.503,0.1,0
bbob,9,4,1.34125,1.09815,4.2092,-2.08435,1.003,0.05675,0.58445,0.5306,0.11655,0.0511,0.66865,-3.3331,0.0909,0.0910499999999999,0.42545,1.0,0.122,0.7744,-2.062,0.1,1.18155,0.8358,0.12195,0.7583,0.9091,20.3103,0.7241,0.7369,0.9,0.25,0.97085,8.22015,-4.20515,2.21485,0.1864,0.76755,2.12995,-3.9662,0.8372,-0.4005999999999999,0.2492,1.34095,0.12195,-2.9494,292.0009,0.7476,177300.3371,0.8181,0.9,0.9106,8107.9098,0.10655,1.0,-2.85795,0.6869,0.19195,2.0,0.1851499999999999,5962.93985,0.3612499999999999,0.5649500000000001,-3.5021500000000003,0.1,0
bbob,9,5,1.7188,1.08915,4.2292,-2.1053,1.00025,0.05665,0.5900000000000001,0.5266,0.1190499999999999,0.0562,0.6651,-3.46155,0.0909,0.09185,0.4199,1.0,0.13755,0.7693,-2.09675,0.1,1.16575,0.8341000000000001,0.1208,0.747,0.9091,42.4655,0.71665,0.7267,0.9,0.2501,0.97115,9.2355,-4.2493,2.214,0.18645,0.7633,2.2523,-4.0392,0.8345,-0.3941,0.25015,1.34095,0.1208,-3.0037000000000003,184.82975,0.74515,181797.17875,0.81965,0.9,0.91815,8490.4152,0.1296,1.0,-2.9225,0.6811,0.1904,2.0,0.17625,7514.22515,0.36045,0.56495,-3.59555,0.1,0
bbob,10,1,26.68025,2.57315,6.1512,-0.8806,1.5438,0.08105,0.79925,0.89485,0.1716,0.7695000000000001,0.8396,-1.6662,0.0909,0.0413,0.06575,1.0996,0.0794,0.8928,-0.873,0.0964,1.17,0.9306,0.1204,0.9911,0.8182,19.3479,0.8669,0.8684499999999999,0.9,0.13095,0.9517,2.44845,-2.0352,1.2862,0.06125,0.89245,1.47925,-2.0147500000000003,0.93105,-0.2803,0.08175,2.16425,0.1204,-1.36525,212042.7715,0.72945,24413848.9442,0.78095,0.9,0.43165,709334.1205,0.0816,1.0,-1.3578,0.8409,0.0516999999999999,10.0,0.9622,4036669.05225,0.0571,0.5267,-1.6897,0.1064499999999999,0
bbob,10,2,24.5244,2.49865,6.1311,-0.89835,1.6553,0.08115,0.7574000000000001,0.97575,0.16975,0.7193,0.8521,-1.5247,0.0909,0.04675,0.0852499999999999,1.08065,0.087,0.89935,-0.8903,0.1081,1.27825,0.9292,0.11915,0.9916,0.8182,4.2624,0.87835,0.87965,0.9,0.1687,0.95165,3.42735,-1.8767,1.3175,0.06745,0.8985000000000001,1.6206,-1.8206,0.9297,-0.27765,0.10185,2.52985,0.11915,-1.2884000000000002,733972.79565,0.6635,21441475.94225,0.7803,0.9,0.4262,632289.76295,0.08635,1.0,-1.27515,0.85625,0.06445,11.0,0.95425,3090770.0138,0.0658499999999999,0.53055,-1.5438,0.1175499999999999,0
bbob,10,3,45.0783,1.7816,6.011,-0.7922,2.48565,0.0807499999999999,0.47735,0.7286999999999999,0.1498999999999999,0.39625,0.8672500000000001,-1.3703,0.0909,0.058,0.2397,0.98535,0.08415,0.913,-0.78005,0.1049,2.6934,0.93755,0.11965,0.9942,0.9091,35.341899999999995,0.8914500000000001,0.89185,0.9,0.28905,0.9525,5.3109,-1.6844,3.67795,0.0912999999999999,0.91155,2.0864000000000003,-1.65895,0.9384,-0.28515,0.1169,3.18345,0.11965,-1.1235,54863.9424,0.77565,13760132.22695,0.7878000000000001,0.9,0.5538000000000001,447353.3054,0.0801,1.0,-1.102,0.86905,0.06555,7.0,0.9161,1955567.592,0.0895499999999999,0.5438000000000001,-1.37765,0.1035,0
bbob,10,4,28.7761,2.76325,6.2312,-0.9755,1.1759,0.0824,0.8065,0.90415,0.1725999999999999,0.78425,0.8330500000000001,-1.7742,0.0909,0.0341,0.0339,1.11105,0.0814,0.8841,-0.96125,0.08505,0.97605,0.92315,0.1198,0.98985,0.8182,56.98895,0.8589,0.8599,0.9,0.06045,0.95045,5.96365,-2.1188,1.1029,0.0456499999999999,0.88175,2.0846,-2.07525,0.9241,-0.2683,0.0513,1.3057500000000002,0.1198,-1.5008,93119.21515,0.87695,30510201.9025,0.7747999999999999,0.9,0.4004999999999999,852964.45,0.0832499999999999,1.0,-1.4682,0.8362,0.0312999999999999,8.0,0.96325,5313528.62135,0.0344,0.5245,-1.7903,0.0934,0
bbob,10,5,28.7961,1.84375,5.971,-0.7746500000000001,2.4337,0.08045,0.1866499999999999,0.7779,0.1221,0.0892,0.85705,-1.39855,0.0909,0.05645,0.3628,1.006,0.0897,0.912,-0.7636000000000001,0.1033,4.2291,0.93895,0.12065,0.99495,0.9091,15.9951,0.8874500000000001,0.8896,0.9,0.26955,0.95325,7.29665,-1.8144,5.38215,0.09245,0.91175,2.1758,-1.7884,0.9397,-0.3102,0.11095,2.91365,0.12065,-1.1198,39023.37105,0.8472500000000001,12388560.2356,0.79645,0.9,0.5413,447353.3054,0.08645,1.0,-1.1147,0.8588,0.0678,6.0,0.90135,625503.27085,0.0859,0.5434000000000001,-1.42895,0.1038,0
bbob,11,1,119.9295,1.96805,5.9309,-0.31065,2.98745,0.09825,0.21415,1.6485,0.1180499999999999,0.06755,0.97465,-0.33385,0.0909,0.0508,0.416,1.0,0.05705,0.97485,-0.3101,0.1,11.00495,0.9755,0.11975,0.9962,0.9091,21.7905,0.97385,0.97365,0.9,0.25,0.9394,6.1377500000000005,-0.3216,6.6264,0.0788,0.97435,2.22725,-0.32815,0.97555,-0.2815499999999999,0.08365,3.1746,0.11975,-0.32575,28804.4485,0.9322,8448250.25685,0.77205,0.9,0.5081,355263.4677,0.05615,1.0,-0.31845,0.9741,0.0631,15.5,0.84985,623207.5086000001,0.03805,0.5587500000000001,-0.3317,0.1,0
bbob,11,2,106.6806,2.01515,5.9209,-0.3443,3.3756500000000003,0.0989,0.1431,1.71915,0.1111,0.01805,0.97055,-0.3715,0.0909,0.04965,0.47675,1.0,0.0613,0.96985,-0.3455,0.1,14.0243,0.9729,0.1202,0.9962,0.9091,22.8781,0.971,0.9707,0.9,0.25,0.939,6.1995000000000005,-0.3737,8.3447,0.077,0.96995,2.22175,-0.3681999999999999,0.97275,-0.28025,0.07405,3.2468,0.1202,-0.3818,13235.0937,1.0258500000000002,8278599.15985,0.77295,0.9,0.4962499999999999,355263.4677,0.05905,1.0,-0.3823,0.9709,0.05715,14.5,0.866,290443.5979,0.0344,0.5597,-0.368,0.1,0
bbob,11,3,94.5116,2.10935,5.991,-0.46375,2.5672,0.0967,0.57765,0.72595,0.1594499999999999,0.52625,0.95835,-0.53145,0.0909,0.04745,0.1201,1.0,0.05675,0.9595,-0.4636,0.1002,1.4869,0.96345,0.121,0.9937,0.9091,19.760150000000003,0.9582,0.958,0.9,0.3491999999999999,0.94025,4.8079,-0.5285500000000001,2.1395,0.0701499999999999,0.9601,2.0852,-0.5442,0.9634,-0.2487,0.13585,4.97865,0.121,-0.50595,130533.83735,0.5074000000000001,12257016.63415,0.7596,0.9,0.47295,389574.5616,0.06495,1.0,-0.51305,0.95705,0.0564999999999999,14.0,0.9397,2458327.5634,0.07775,0.54855,-0.53015,0.10005,0
bbob,11,4,65.9975,2.2313,6.031,-0.5405,2.20565,0.09565,0.63615,0.82755,0.16365,0.6023499999999999,0.95515,-0.5665,0.0909,0.04615,0.0795,1.0018,0.06455,0.9545,-0.5441,0.10205,1.0966,0.9574,0.1217999999999999,0.993,0.8182,42.7673,0.9559,0.95525,0.9,0.3371,0.9409,4.21365,-0.5689,1.26795,0.0648,0.95535,1.94765,-0.57325,0.95705,-0.2491,0.14915,5.2208000000000006,0.1217999999999999,-0.5668500000000001,63044.04265,0.42805,13721665.4717,0.7588,0.9,0.4502,407953.4503,0.0728,1.0,-0.57655,0.95475,0.0608,14.0,0.95915,2649730.93515,0.0723,0.54725,-0.55955,0.10225,0
bbob,11,5,73.9693,2.0076,5.9209,-0.3142,3.0211,0.0992,0.14145,1.68945,0.1127,0.0262,0.97415,-0.3278999999999999,0.0909,0.0498,0.4245,1.0,0.0628499999999999,0.97475,-0.3174,0.1,13.1177,0.9752,0.1187,0.99575,0.9091,16.220950000000002,0.9745,0.97415,0.9,0.25,0.9387,7.5846,-0.3278,7.8247,0.0774499999999999,0.97505,2.31685,-0.32215,0.97495,-0.2758,0.0828,3.2284,0.1187,-0.3167,22782.1262,0.91755,8363147.083000001,0.77205,0.9,0.4981,355263.4677,0.0616499999999999,1.0,-0.31975,0.9746,0.05395,14.0,0.88845,391267.87975,0.03235,0.55995,-0.3235,0.1,0
bbob,12,1,7.0852,1.48195,7.5526,-1.66005,1.1662,0.06305,0.19075,0.9215,0.1266,0.13995,0.66615,-3.37865,0.0909,0.06545,0.1865,1.07275,0.1089499999999999,0.78655,-1.66765,0.0900499999999999,1.33545,0.86915,0.12045,0.4799,0.9091,40.81625,0.73275,0.73325,0.9,0.1638,0.9654,346.0931,-4.236700000000001,1.46095,0.1138,0.7864,15.02225,-4.19615,0.86835,-0.13495,0.13995,1.42805,0.12045,-2.7098,5876616.0901,0.80855,939186742.75875,0.7233499999999999,0.9,0.72235,7796360.1304,0.1022,1.0,-2.7035,0.6688000000000001,0.1294,26.5,0.3367,234898126.3497,0.1408499999999999,0.5389,-3.39015,0.0968499999999999,0
bbob,12,2,12.38705,1.46465,7.7728,-1.42105,1.1584,0.06755,0.37555,0.9281,0.1446,0.3214,0.6771,-3.18315,0.0909,0.05805,0.141,1.08745,0.1047,0.80565,-1.42015,0.0783,1.2229,0.888,0.121,0.7256,0.9091,7.0363500000000005,0.74735,0.74875,0.9,0.1342499999999999,0.9616,105.22875,-4.09925,1.3140999999999998,0.09515,0.8059000000000001,7.9604,-4.0823,0.8879,-0.17665,0.11635,1.40605,0.121,-2.4631,40209419.09985,0.82155,1236664874.60565,0.71265,0.9,0.73935,15566543.5927,0.0995,1.0,-2.46165,0.67775,0.10755,8.0,0.60805,265748519.32555,0.11485,0.5307,-3.2071,0.0846,0
bbob,12,3,34.6136,1.53745,8.033,-1.3082,1.307,0.06925,0.19065,0.9586,0.12825,0.1591,0.6991,-2.95965,0.0909,0.04925,0.1335,1.0891000000000002,0.10615,0.81835,-1.30605,0.0694,1.3564,0.8969,0.11975,0.5420499999999999,0.9091,6.3157,0.7661,0.7663500000000001,0.9,0.11605,0.96035,385.3982,-3.81675,1.42065,0.0771,0.8188,15.835449999999998,-3.7849,0.8969,-0.1052,0.08825,1.50075,0.11975,-2.29995,253960215.56715,0.86835,5287403653.2057495,0.66675,0.9,0.71,11019385.88275,0.10495,1.0,-2.3009,0.7011499999999999,0.0931,43.0,0.4186499999999999,1758870921.06315,0.09665,0.5284500000000001,-2.9692,0.0754,0
bbob,12,4,29.1446,1.44365,7.8529,-1.4648,1.16285,0.0671,0.17715,0.9022,0.1294,0.14535,0.67475,-3.2133,0.0909,0.06145,0.1585,1.0813,0.1038999999999999,0.80305,-1.45955,0.0818,1.2395,0.88455,0.1219,0.5181,0.9091,16.6006,0.74465,0.7463500000000001,0.9,0.153,0.962,422.161,-4.12875,1.3803,0.10705,0.8020499999999999,16.5701,-4.0971,0.88475,-0.1049,0.133,1.4609,0.1219,-2.51165,64429050.92515,0.8021,3414615023.3247995,0.6897,0.9,0.7462,9375015.0151,0.09775,1.0,-2.49445,0.6766000000000001,0.11385,46.0,0.38485,1034823836.0544,0.1243,0.53455,-3.241,0.0880499999999999,0
bbob,12,5,5.7366,1.4287,7.7928,-1.5143,1.1864,0.06555,0.1602,0.90705,0.12445,0.1176,0.6759,-3.21685,0.0909,0.05975,0.2151,1.08535,0.10665,0.8028500000000001,-1.5114999999999998,0.07815,1.38055,0.8806499999999999,0.1205,0.4585,0.9091,34.76015,0.74605,0.7461,0.9,0.16745,0.9634,404.74235,-4.11265,1.5227,0.11285,0.80275,15.53005,-4.10455,0.8807,-0.1274,0.1407999999999999,1.48745,0.1205,-2.5028,12402050.27515,0.8005,1640357526.4548,0.7162,0.9,0.7575000000000001,12362095.4374,0.10535,1.0,-2.49705,0.67595,0.1411,32.0,0.3178,432582652.91015,0.154,0.5406,-3.22255,0.08455,0
bbob,13,1,3.4535,1.718,1.7467,-1.6121,1.2094,0.0616499999999999,0.9034,0.80175,0.17325,0.78105,0.68145,-3.16145,0.0909,0.0458,0.142,1.0979,0.10565,0.80335,-1.60565,0.07185,1.1927500000000002,0.87305,0.12065,0.9959,0.8182,17.0927,0.74745,0.7504500000000001,0.9,0.1348,0.96685,-0.0859,-4.0434,1.48565,0.08175,0.8015000000000001,0.2115,-3.97165,0.87325,-0.36645,0.11215,1.6433,0.12065,-2.52045,5.8383,0.7357,2405.9593000000004,0.8312999999999999,0.9,0.641,33.6145,0.1109,0.9998,-2.49125,0.6865,0.0953,1.0,0.868,100.43845,0.118,0.5293,-3.2060000000000004,0.07885,0
bbob,13,2,2.1727,1.7304,1.7868,-1.49385,1.2072,0.06505,0.922,0.81185,0.17615,0.8417,0.69735,-2.9432,0.0909,0.04405,0.1163,1.1142,0.10925,0.81465,-1.4794,0.06735,1.13505,0.8823,0.12085,0.996,0.8182,19.681,0.7656499999999999,0.7676499999999999,0.9,0.1186,0.96425,-0.17975,-3.8393,1.3922,0.0735,0.81275,0.2223,-3.76635,0.88325,-0.3562499999999999,0.0988999999999999,1.60575,0.12085,-2.377,6.47805,0.7524500000000001,2533.8543,0.8305,0.9,0.6433,36.861,0.10285,0.9998,-2.34835,0.70265,0.08405,1.0,0.9091,126.96725,0.10195,0.5264,-2.9733,0.07505,0
bbob,13,3,2.6261,1.60355,1.7067,-1.7127,1.24975,0.0593,0.7566,0.6767000000000001,0.158,0.5163,0.6859,-3.16005,0.0909,0.059,0.2361,1.0889,0.12425,0.79975,-1.69975,0.08795,1.3022,0.865,0.12165,0.9916,0.9091,10.4203,0.7459,0.75055,0.9,0.1954,0.9688,0.06535,-3.98675,1.9223,0.10395,0.7964,0.1873,-3.91975,0.8657999999999999,-0.4085499999999999,0.15705,1.8883,0.12165,-2.58425,6.62895,0.6657,1884.74515,0.8383,0.9,0.6746,30.654,0.1153,0.9996,-2.5369,0.6906,0.12185,1.0,0.73905,68.21195,0.1807,0.5444,-3.22565,0.09525,0
bbob,13,4,2.87585,1.61625,1.7067,-1.72365,1.2748499999999998,0.05965,0.75375,0.6779,0.15685,0.4992,0.68735,-3.1272,0.0909,0.05765,0.24435,1.09155,0.1331999999999999,0.79995,-1.70535,0.0867,1.30215,0.8642,0.12135,0.9909,0.9091,52.15645,0.7497,0.75315,0.9,0.1997999999999999,0.9685,0.07405,-3.9676,1.94005,0.1056,0.79695,0.1555,-3.90515,0.8653500000000001,-0.41125,0.15485,1.8642,0.12135,-2.57635,1.3438,0.6756500000000001,3034.9147000000003,0.8369,0.9,0.6710499999999999,30.654,0.1232999999999999,0.9996,-2.53395,0.6917,0.12625,1.0,0.73225,71.95365,0.1846,0.54355,-3.17675,0.09465,0
bbob,13,5,3.67295,1.5752000000000002,1.7267,-1.80125,1.2381,0.05805,0.767,0.6728,0.15365,0.46455,0.68035,-3.24125,0.0909,0.06615,0.2498,1.0487,0.1249,0.78935,-1.7862,0.09855,1.34845,0.85805,0.12,0.99075,0.9091,15.47035,0.7367,0.7441,0.9,0.22145,0.9698,0.1004,-4.05485,1.96975,0.11775,0.78445,0.29245,-3.93685,0.85895,-0.4208,0.1777,1.87855,0.12,-2.73505,3.64265,0.65795,2070.0062500000004,0.8392,0.9,0.6741,32.1001,0.11225,0.9996,-2.6679,0.6892499999999999,0.12605,1.0,0.6884,55.4577,0.1856999999999999,0.54435,-3.3409,0.1033,0
bbob,14,1,49.85765,1.6917,1.0661,-1.2821,1.2636500000000002,0.0702,0.7275,0.874,0.1644499999999999,0.64185,0.7255,-2.62265,0.0909,0.04785,0.154,1.1135000000000002,0.0993999999999999,0.83945,-1.26545,0.07285,1.30045,0.89895,0.1202999999999999,0.9564,0.8182,22.9883,0.78825,0.79295,0.9,0.1378,0.95965,6.1240000000000006,-3.4829,1.4836,0.0853,0.83695,2.0635000000000003,-3.39095,0.9001,-0.2892,0.1089499999999999,1.607,0.1202999999999999,-2.0693,1.1793,0.7849999999999999,143.59300000000002,0.77785,0.9,0.6595,5.3177,0.0978,0.9974,-2.03355,0.7323,0.1045,6.0,0.8635,27.04525,0.11995,0.5326,-2.6865,0.08145,0
bbob,14,2,10.7365,1.7689,1.1061,-1.23765,1.3560500000000002,0.07105,0.6556,1.12315,0.1625,0.58785,0.72155,-2.5876,0.0909,0.0514,0.15075,1.10915,0.1015,0.8423,-1.2227,0.0815,1.8624,0.90245,0.12135,0.93835,0.8182,29.59955,0.7893,0.7957,0.9,0.15005,0.959,6.49585,-3.53465,1.6402,0.08715,0.8385,2.07695,-3.4081,0.90345,-0.2807,0.1116,1.72745,0.12135,-2.0490500000000003,1.28105,0.7875,39.6689,0.7639,0.9,0.629,5.5686,0.09515,0.9982,-1.99725,0.73095,0.0926,8.0,0.85645,38.45365,0.0822,0.5332,-2.67415,0.09115,8
bbob,14,3,11.30515,1.6843,0.9259,-1.3619500000000002,1.2684,0.06725,0.59395,0.77595,0.1513,0.43765,0.7081999999999999,-2.781,0.0909,0.0603,0.22625,1.07395,0.1101999999999999,0.82935,-1.33065,0.0947,1.4221,0.8926499999999999,0.1205499999999999,0.9345,0.9091,25.65155,0.7741,0.7804500000000001,0.9,0.1915,0.96235,6.594250000000001,-3.70325,1.8557,0.103,0.8253,2.0651,-3.5923,0.8949,-0.31515,0.15005,1.86245,0.1205499999999999,-2.21645,0.77635,0.6764,207.63025,0.788,0.9,0.63195,3.8511,0.1031,0.99335,-2.1618500000000003,0.71635,0.12195,5.0,0.71685,20.1289,0.1583,0.54355,-2.86625,0.10195,0
bbob,14,4,8.2131,1.7271,0.9459,-1.3459,1.2868,0.06785,0.5176499999999999,0.8089,0.1508,0.4176,0.72085,-2.6934,0.0909,0.0568,0.2193,1.0914,0.1038,0.8338,-1.3153,0.0907,1.4753500000000002,0.89395,0.12065,0.8835500000000001,0.9091,78.8973,0.7818499999999999,0.7874000000000001,0.9,0.1896,0.96185,15.0968,-3.5425,1.80955,0.10205,0.8295,2.94855,-3.46065,0.8962,-0.2889,0.1464,1.84515,0.12065,-2.16355,0.2396,0.6964,185.5101,0.7843,0.9,0.6363,4.0328,0.09845,0.9954,-2.1050500000000003,0.7267999999999999,0.1225,4.0,0.7616,18.56925,0.1513,0.5385500000000001,-2.7672,0.09795,1
bbob,14,5,30.71075,1.6065999999999998,1.1061,-1.2765,1.25305,0.0708,0.661,0.92785,0.1617,0.57855,0.72435,-2.5989,0.0909,0.0491,0.16515,1.09935,0.1079,0.8405,-1.2571,0.07205,1.4045999999999998,0.8994,0.12125,0.9464,0.8182,29.057450000000003,0.7885500000000001,0.7948500000000001,0.9,0.14235,0.95995,7.4534,-3.4984,1.54285,0.087,0.8377,2.31785,-3.3643,0.9008,-0.2794999999999999,0.113,1.63115,0.12125,-2.0599,1.3415499999999998,0.7755,181.0626,0.7755,0.9,0.6799999999999999,5.5686,0.0997,0.9984,-2.0204500000000003,0.7344,0.10715,5.0,0.83665,39.88075,0.11685,0.5325500000000001,-2.6833,0.0791,0
