suite,fid,iid,run_id,dimensions,cluster,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
all,92,1,15.5,10.0,6.0,0.98035,0.9855,0.98785,0.996,0.9798,0.9862,0.9884999999999999,0.99625,-0.4981,-0.3678,-0.30820000000000003,-0.1017,-0.51285,-0.3503,-0.2918,-0.09505,-0.00035,0.0327,0.00285,0.0572,17.492350000000002,-0.00025,-0.0004,18.8886,-0.00195,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5032,0.49805,0.4995,1.0071500000000002,1.0034,0.99785,0.0644,0.1096,1.0,0.86955,0.8659,1.1093,0.2853,0.6673,0.04915,0.91315,0.04915,0.1217,-0.6167499999999999,0.9,0.9,0.8182,0.9091,0.1209,0.1209,0.442,0.1099
all,93,1,15.5,10.0,5.0,0.8089,0.84385,0.8683,0.8992,0.8061499999999999,0.84195,0.8664499999999999,0.89895,-48.421800000000005,-39.5583,-33.36885,-25.534149999999997,-49.1872,-40.102999999999994,-33.891999999999996,-25.6533,0.0011,4.1701,0.0,0.0002,19.2406,0.00135,0.16405,2.52865,0.19269999999999998,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.24945,0.25,1.00225,1.0,0.99775,0.4858,0.3428,0.4466,1.41555,1.08385,0.7678,-1.98605,5.65845,8.0,0.80725,-1.6366,0.0015,-2.4775,0.6411,0.0658,0.9327,0.06434999999999999,0.1009,-0.65305,0.9,0.9,0.8182,0.9091,0.11995,0.11995,0.11995,0.1094
all,94,1,15.5,10.0,6.0,1.0042499999999999,0.9999,1.0013,1.00115,1.0039500000000001,0.99985,1.0008499999999998,1.00115,0.9712,-0.02025,0.29495,0.26755,0.90355,-0.0349,0.19605,0.26439999999999997,-0.0001,-0.00105,7.94875e-07,0.0,34.98015,-0.0001,-0.0003,19.35435,-0.0007,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.50065,0.50115,0.5003,1.0029,1.001,1.0021,0.09415,39.959649999999996,46.0,0.8159000000000001,-2.1772,0.0001,-3.4585,0.6672,0.051949999999999996,0.9109,0.05105,0.1245,-0.5132,0.9,0.9,0.8182,0.9091,0.11955,0.11955,0.11955,0.10875
all,95,1,15.5,10.0,23.0,0.6109,0.6704,0.7215499999999999,0.8003,0.6153500000000001,0.67535,0.7266999999999999,0.8057000000000001,-5.04695,-4.2751,-3.6125499999999997,-2.5907,-4.9979,-4.2188,-3.5511999999999997,-2.5248,0.01165,87.3813,0.03225,0.5932,18.211750000000002,0.026549999999999997,1.0,1.0,1.0,0.1,0.09770000000000001,0.1,1.02365,1.0,0.97685,0.25,0.20729999999999998,0.2501,1.2059,0.9995,0.8284,0.47265,0.10769999999999999,0.39515,4.3121,1.19005,0.2751,0.37085,0.19475,1.0,0.8478,1.1261,2.4288,0.6256,0.5661499999999999,0.1573,0.9769,0.14485,0.0484,-0.5307,0.9,0.9,0.2727,0.9091,0.1192,0.1192,0.8864,0.111
all,96,1,15.5,10.0,4.0,0.6265000000000001,0.6831,0.73175,0.8075,0.62975,0.68695,0.7355499999999999,0.8120499999999999,-94.61445,-80.27924999999999,-67.952,-48.7696,-93.96875,-79.41755,-67.10535,-47.70795,0.01025,495.0,0.00455,0.1016,34.5064,0.0258,0.9427,1.0284499999999999,0.94295,0.099,0.0974,0.099,1.01915,1.0,0.98115,0.24845,0.2091,0.24855,1.19135,0.9995,0.8396,0.47424999999999995,0.13075,0.39505,3.6295,1.20605,0.33140000000000003,0.11435000000000001,0.00745,1.0,0.84385,0.3654,0.462,-0.1151,0.55105,0.11645,0.9721,0.10880000000000001,0.054650000000000004,-0.53125,0.9,0.9,0.9091,0.9091,0.1206,0.1206,0.2175,0.1121
all,97,1,15.5,10.0,23.0,0.61005,0.6698500000000001,0.72105,0.79955,0.6141,0.6749,0.726,0.805,-98.7776,-83.62870000000001,-70.67115000000001,-50.78745,-97.92914999999999,-82.4981,-69.5281,-49.478,0.0106,33334.99985,0.49405,10.941199999999998,22.838,0.02715,0.9999,1.0011,0.9999,0.1,0.0976,0.1,1.02365,1.0,0.97685,0.25,0.2076,0.25015,1.20445,0.99925,0.83005,0.47150000000000003,0.1069,0.39425,4.408799999999999,1.1964000000000001,0.272,0.3705,0.2273,1.0,0.8465499999999999,2.4274,46.4159,1.9069,0.5648,0.15255000000000002,0.97685,0.1373,0.0485,-0.5281,0.9,0.9,0.0909,0.9091,0.1196,0.1196,0.9997,0.11069999999999999
all,98,1,15.5,10.0,23.0,0.6097,0.6701,0.7207,0.7996,0.6144000000000001,0.6747,0.7258,0.805,-98.87270000000001,-83.5829,-70.7586,-50.7727,-97.84875,-82.56305,-69.59649999999999,-49.4932,0.009000000000000001,33328.356700000004,0.5712,10.19625,15.311350000000001,0.022600000000000002,1.0,1.0,1.0,0.1,0.09770000000000001,0.1,1.02365,1.0,0.97685,0.25,0.20650000000000002,0.25005,1.21065,0.99975,0.8258,0.47455,0.10235,0.3979,4.6188,1.1896499999999999,0.2619,0.3701,0.215,1.0,0.8464,2.4274,46.4159,1.9069,0.5614,0.1683,0.97695,0.15225,0.0483,-0.53085,0.9,0.9,0.0909,0.9091,0.12154999999999999,0.12154999999999999,0.9997,0.1129
all,99,1,15.5,10.0,7.0,0.8091999999999999,0.85815,0.89175,0.9377500000000001,0.8074,0.8583000000000001,0.8914,0.9370499999999999,-2.47465,-1.83975,-1.404,-0.8074,-2.50245,-1.842,-1.4104999999999999,-0.81795,0.99,24.99995,0.99165,1.00105,1.0091999999999999,0.99,0.99,21.1751,0.99,0.03605,0.0245,0.0355,1.4851,1.0272999999999999,0.6932,0.0292,0.0346,0.03795,0.83445,0.74595,0.89915,0.03155,0.03535,0.036000000000000004,0.8924,0.8794500000000001,0.9882,0.00865,-0.1176,1.0,0.828,0.3854,0.462,-0.0551,0.48455000000000004,0.06845,0.9375,0.07025,0.09315000000000001,-0.37060000000000004,0.9,0.9,0.7273,0.8182,0.11995,0.11995,0.5507,0.18409999999999999
all,100,1,15.5,10.0,5.0,0.8721,0.8874,0.9003,0.92305,0.8686,0.8851,0.8983,0.92215,-3.24005,-2.85245,-2.5256499999999997,-1.9492,-3.33545,-2.9160500000000003,-2.5804,-1.976,0.00115,14.52875,0.0009,0.01595,15.11365,0.00385,0.1854,2.34105,0.1862,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.4938,0.38380000000000003,0.46530000000000005,1.2959,1.0689,0.8269,0.16105,-0.0749,1.0,0.87175,0.1451,0.221,-0.4154,0.6563,0.053349999999999995,0.92585,0.05395,0.10894999999999999,-0.59745,0.9,0.9,0.9091,0.9091,0.1205,0.1205,0.1167,0.11
all,101,1,15.5,10.0,23.0,0.6478999999999999,0.70475,0.7529,0.82255,0.64415,0.7034,0.7529,0.82445,-8.920449999999999,-7.48,-6.2608999999999995,-4.49585,-9.032250000000001,-7.52785,-6.2718,-4.45625,0.00795,1833.3333,0.26034999999999997,5.866,25.5503,0.0238,1.0,10.0,1.0,0.1,0.09684999999999999,0.1,1.03295,1.0,0.9681500000000001,0.25,0.20055,0.24665,1.2465,1.0137,0.8129,0.47450000000000003,0.10445,0.3367,4.5542,1.3966500000000002,0.30845,0.3685,0.04035,1.0,0.84745,2.2072,29.2729,1.6867,0.56535,0.1472,0.9738,0.1266,0.0529,-0.52285,0.9,0.9,0.0909,0.9091,0.11995,0.11995,0.9991,0.11115
all,102,1,15.5,10.0,4.0,0.66255,0.71635,0.75945,0.8254,0.6633,0.7173499999999999,0.7616499999999999,0.82865,-0.85495,-0.7187,-0.6093999999999999,-0.44235,-0.8544499999999999,-0.7173499999999999,-0.6050500000000001,-0.43474999999999997,0.0087,1.6032,0.0038,0.07695,20.17895,0.02175,0.84495,2.0438,0.8469,0.1,0.0988,0.1,1.0127,1.0,0.9875,0.25,0.21555000000000002,0.24995,1.1597499999999998,1.0002499999999999,0.86075,0.47715,0.16585,0.38345,2.8806000000000003,1.24555,0.43125,0.72285,0.7849999999999999,1.0,0.8564,0.4254,0.4024,-0.1351,0.59995,0.1298,0.9719,0.1113,0.05615,-0.5347500000000001,0.9,0.9,0.9091,0.9091,0.12025,0.12025,0.1619,0.1113
all,103,1,15.5,10.0,19.0,0.86385,0.8679,0.8714999999999999,0.88745,0.86905,0.8722000000000001,0.87435,0.88945,-1.72495,-1.67355,-1.6278000000000001,-1.4259,-1.66175,-1.6223,-1.59455,-1.4027500000000002,0.05065,-41.66655,1.2544,3.6638,2.9019500000000003,0.0577,0.47975,1.131,0.4848,0.1,0.1,0.1,1.0,1.0,1.0,0.2512,0.244,0.2528,1.02895,0.9936,0.9654,0.43125,0.29510000000000003,0.4064,1.4563,1.0638,0.7283,0.7415,0.9295,1.0,0.86355,1.9269,12.1923,1.3263,0.6346499999999999,0.07070000000000001,0.95495,0.0587,0.08235,-0.56045,0.9,0.9,0.0909,0.9091,0.1215,0.1215,0.99245,0.1167
all,104,1,15.5,10.0,6.0,1.05775,1.0436,1.0367,1.0243,1.0592,1.0441,1.0366,1.0243,1.46375,1.1049,0.9299,0.6152,1.50225,1.1184500000000002,0.92945,0.61605,0.004699999999999999,-0.03105,0.0001,0.0005,6.680149999999999,0.0076500000000000005,0.01405,3.86165,0.024399999999999998,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2501,0.25005,0.9995,0.99975,1.0005,0.4738,0.47124999999999995,0.4798,1.0045,0.9841,0.98115,-6.3271,57.19545,35.0,0.749,-1.2162,0.0004,-2.6176,0.6667,0.0422,0.9036,0.0677,0.1307,-0.55785,0.9,0.9,0.8182,0.9091,0.12045,0.12045,0.12045,0.10975
all,105,1,15.5,10.0,15.0,1.2257500000000001,1.17425,1.13685,1.0862,1.23385,1.18055,1.1419000000000001,1.0894,5.71885,4.41385,3.468,2.1839500000000003,5.93495,4.5838,3.6022499999999997,2.2685500000000003,0.0015,-9.005700000000001,0.0675,1.1578,9.670449999999999,0.01985,0.01525,3.2935,0.1199,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.2475,0.25,1.0101,1.0,0.99,0.4952,0.39549999999999996,0.46914999999999996,1.24905,1.0488499999999998,0.8389,-60.16615,4337.01715,17.5,0.6855,1.2863,0.0002,-1.977,0.6596500000000001,0.038400000000000004,0.8907,0.09340000000000001,0.14315,-0.09145,0.9,0.9,0.0909,0.9091,0.11945,0.11945,0.99455,0.10894999999999999
all,106,1,15.5,10.0,22.0,0.7101500000000001,0.7656,0.808,0.86165,0.69615,0.7535000000000001,0.7985,0.85615,-14.68655,-11.87635,-9.72945,-7.0091,-15.42465,-12.5114,-10.23025,-7.3026,0.020999999999999998,1344.3742499999998,0.37045,4.2934,11.095400000000001,0.5308999999999999,0.5119,1.20975,1.0,0.1,0.07775,0.0999,1.2861500000000001,1.0013,0.77745,0.25,0.14325,0.23199999999999998,1.7453,1.0773,0.6184000000000001,0.4568,0.12855,0.3051,3.5665,1.5029,0.42025,0.73285,0.7409,1.0,0.8376,1.8468,11.1185,1.2863,0.55365,0.14205,0.9715,0.12975,0.0562,-0.44535,0.9,0.9,0.0909,0.9091,0.121,0.121,0.99595,0.1122
all,107,1,15.5,10.0,3.0,0.7904,0.79655,0.81505,0.8702,0.79105,0.7951999999999999,0.81425,0.87005,-0.83395,-0.80955,-0.736,-0.5165,-0.8332999999999999,-0.81645,-0.7404,-0.5180499999999999,0.53335,-16350.20335,103.9272,7677.2246,73.57045,0.5413,0.8939,135.41424999999998,0.99455,0.09095,0.07730000000000001,0.08735,1.1834500000000001,1.0327000000000002,0.8794,0.187,0.1349,0.1653,1.37955,1.1249500000000001,0.81955,0.23720000000000002,0.1647,0.19369999999999998,1.43765,1.22725,0.85155,0.8124,0.3353,4.0,0.8187,4.3894,2808.332,3.7487,0.56375,0.0896,0.9551,0.08415,0.0789,-0.40875,0.9,0.9,0.0909,0.9091,0.12005,0.12005,1.0,0.15935
all,108,1,15.5,10.0,23.0,0.6116999999999999,0.67075,0.72085,0.79975,0.6152,0.67605,0.72585,0.80525,-491.93674999999996,-416.99575,-353.5377,-253.63365,-488.5386,-411.092,-347.86525,-247.10475,0.01035,833412.36545,3.18645,51.43655,16.44635,0.02665,1.0,1.0,1.0,0.1,0.0979,0.1,1.0217,1.0,0.9788,0.25,0.2068,0.2504,1.2092,0.9985,0.8260000000000001,0.47375,0.10535,0.3951,4.49345,1.2004,0.2625,0.36945,0.2102,1.0,0.84625,3.1281,238.50235,2.6076,0.5655,0.16055000000000003,0.97685,0.14500000000000002,0.04845,-0.5278499999999999,0.9,0.9,0.0909,0.9091,0.1199,0.1199,1.0,0.1118
all,109,1,15.5,10.0,6.0,0.97705,0.9813000000000001,0.9821500000000001,0.98755,0.9783999999999999,0.9833000000000001,0.9835499999999999,0.9893,-0.28335,-0.23125,-0.2205,-0.1542,-0.2677,-0.20675,-0.20334999999999998,-0.13224999999999998,0.0031,0.27749999999999997,0.0018,0.027749999999999997,13.7929,0.00245,0.00565,10.81055,0.0638,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.488,0.49024999999999996,0.48795,0.9932,0.9946,1.002,0.01965,-0.15475,1.0,0.87015,0.2853,0.3051,-0.2753,0.6616,0.0568,0.9231,0.05185,0.11345,-0.62155,0.9,0.9,0.9091,0.9091,0.12104999999999999,0.12104999999999999,0.1144,0.11044999999999999
all,110,1,15.5,10.0,6.0,0.88835,0.9209499999999999,0.94455,0.97695,0.8887499999999999,0.9210499999999999,0.9449000000000001,0.977,-0.88855,-0.629,-0.44125000000000003,-0.18345,-0.88705,-0.62945,-0.43920000000000003,-0.1835,-0.0003,1.0001,0.0001,0.0013,21.79935,-0.0017,-0.00065,20.611150000000002,-0.00425,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.5021,0.5014000000000001,0.5007999999999999,1.0005,1.0004,1.00535,0.01185,0.1081,1.0,0.86785,-0.7558,0.0265,-1.3564,0.66615,0.05835,0.91655,0.06125,0.11705,-0.6269,0.9,0.9,0.8182,0.9091,0.1214,0.1214,0.1214,0.1104
all,111,1,15.5,10.0,23.0,0.67995,0.72445,0.764,0.82755,0.6806000000000001,0.7259,0.76615,0.83055,-0.4054,-0.34904999999999997,-0.29895,-0.21839999999999998,-0.40525,-0.3478,-0.29674999999999996,-0.21495,0.008150000000000001,199.9999,0.0224,0.5064500000000001,19.695700000000002,0.020900000000000002,0.7951,1.06145,0.7946500000000001,0.1,0.0996,0.1,1.0038,1.0,0.9962,0.25,0.22139999999999999,0.25,1.12895,1.0,0.8848,0.4757,0.18685000000000002,0.4092,2.55985,1.15835,0.45755,0.12845,0.13935,1.0,0.8582000000000001,1.2062,2.9206,0.6857,0.59635,0.10405,0.96205,0.08775,0.06845000000000001,-0.56135,0.9,0.9,0.1818,0.9091,0.11945,0.11945,0.89725,0.1112
all,112,1,15.5,10.0,23.0,0.6447,0.70675,0.7583,0.8329,0.6467,0.7090000000000001,0.7609,0.8358,-9.21775,-7.6080000000000005,-6.2697,-4.3347999999999995,-9.18205,-7.5623000000000005,-6.21535,-4.2671,0.03155,3488764167.9598,3611074.0703,38869113.1789,10.77435,0.04405,0.7427,1.07,0.752,0.1,0.09945000000000001,0.1,1.00565,1.0,0.9944,0.25,0.22394999999999998,0.2502,1.1164,0.999,0.89395,0.45355,0.20875,0.40025,2.1837999999999997,1.1309,0.5214,1.0241,1.5977999999999999,2.0,0.858,8.9139,112993393.8033,8.3133,0.6151500000000001,0.1217,0.96995,0.10819999999999999,0.058800000000000005,-0.52185,0.9,0.9,0.0909,0.9091,0.12145,0.12145,1.0,0.11299999999999999
all,113,1,15.5,10.0,15.0,0.9172499999999999,0.9292499999999999,0.93675,0.9535,0.91435,0.92645,0.9342,0.9524,-1.3173,-1.1255000000000002,-1.0065,-0.7404999999999999,-1.366,-1.17225,-1.0491,-0.7597,0.00030000000000000003,119.67224999999999,0.21755000000000002,4.79345,17.9024,0.00395,0.008650000000000001,4.61755,0.0178,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.25,0.25,1.0,1.0,1.0,0.49775,0.44675,0.485,1.1127,1.02595,0.92235,23.55355,779.62735,39.5,0.75545,2.7277,1.4627,0.9059,0.6631,0.05525,0.9173,0.05735,0.1171,-0.10339999999999999,0.9,0.9,0.0909,0.9091,0.12104999999999999,0.12104999999999999,0.9998,0.11025
all,114,1,15.5,10.0,14.0,1.30375,1.2542,1.2133500000000002,1.15235,1.31705,1.2659500000000001,1.2235,1.16065,15.3892,12.88185,10.8127,7.7185500000000005,16.0978,13.500250000000001,11.3458,8.155100000000001,-0.00045,0.03605,0.0,0.0002,16.04055,-0.0032,0.19395,1.14035,0.42335,0.1,0.0993,0.1,1.00695,1.0,0.99315,0.25,0.2238,0.2494,1.117,1.0025,0.8988,0.48365,0.2358,0.42245,2.05205,1.1447500000000002,0.5568500000000001,4.67535,23.2565,146.0,0.5788,-1.3163,1e-05,-4.1992,0.62245,0.0314,0.87205,0.1308,0.15665,-0.19625,0.9,0.9,0.8182,0.9091,0.11845,0.11845,0.11845,0.108
all,115,1,15.5,10.0,11.0,0.67545,0.72125,0.76075,0.825,0.6776,0.7242999999999999,0.7644,0.8289,-8.2241,-7.06245,-6.061450000000001,-4.4333,-8.1808,-6.99705,-5.9778,-4.343450000000001,0.00195,0.0001,6.76985e-07,0.0,6.80345,0.027200000000000002,0.0085,3.47845,0.13905,0.1,0.0995,0.1,1.005,1.0,0.995,0.25,0.22335,0.25,1.1191499999999999,1.0,0.89375,0.476,0.1809,0.40864999999999996,2.6517999999999997,1.1646,0.4424,69.6626,5206.3223,11.0,0.404,-5.0,0.0,2.3964083086053414,0.60725,0.11435000000000001,0.96705,0.09784999999999999,0.0622,-0.015450000000000002,0.9,0.9,0.8182,0.9091,0.1198,0.1198,0.1198,0.10894999999999999
all,116,1,15.5,10.0,5.0,0.6726000000000001,0.73445,0.78735,0.8637,0.67345,0.73505,0.7882,0.8645,-8.29475,-6.7277000000000005,-5.3873,-3.45265,-8.28925,-6.72715,-5.3751,-3.44115,0.00115,9.07575,0.00015000000000000001,0.00445,27.44425,0.00255,0.35485,1.13995,0.48645,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.24095,0.25,1.0376,1.0,0.96375,0.489,0.32484999999999997,0.4504,1.5151,1.0854,0.7181,-1.4944000000000002,2.66535,8.0,0.83485,-0.4154,0.0383,-1.0961,0.6453,0.09005,0.95725,0.08105,0.0741,-0.71245,0.9,0.9,0.8182,0.9091,0.12045,0.12045,0.1202,0.11025
all,117,1,15.5,10.0,19.0,0.73455,0.774,0.80635,0.8592500000000001,0.73505,0.7745,0.80705,0.8605,-3.44315,-2.9312,-2.5121,-1.82565,-3.442,-2.9301000000000004,-2.5073,-1.81325,0.0060999999999999995,185.25345,0.023100000000000002,0.50885,18.2649,0.0143,0.5368999999999999,1.1078000000000001,0.5360499999999999,0.1,0.1,0.1,1.0,1.0,1.0,0.25,0.23915,0.25,1.0452,1.0,0.95675,0.48114999999999997,0.26565,0.42715000000000003,1.80325,1.1263999999999998,0.62195,0.1148,-0.0061,1.0,0.8658,1.3664,3.8511,0.8258,0.6328,0.07235,0.94815,0.0673,0.08435000000000001,-0.5847,0.9,0.9,0.0909,0.9091,0.11979999999999999,0.11979999999999999,0.9262,0.11030000000000001
all,118,1,15.5,10.0,10.0,0.8809,0.8922,0.9023,0.93235,0.8804,0.89215,0.9028,0.93175,-2.2627,-2.048,-1.8566500000000001,-1.28495,-2.2762000000000002,-2.0525,-1.8496000000000001,-1.29965,0.5558000000000001,-104915496.86305001,1634758.6748000002,13438422.87855,8.1904,0.8855999999999999,0.5873999999999999,41.2645,0.93325,0.08615,0.0263,0.0802,3.28895,1.0677500000000002,0.31289999999999996,0.0257,0.032600000000000004,0.03635,0.7664,0.692,0.8836999999999999,0.01145,0.0212,0.02085,0.58275,0.6081000000000001,0.9988,3.9341,22.5718,18.0,0.6547499999999999,7.8128,935343.152,6.44145,0.5246,0.07115,0.9462,0.07955,0.08735000000000001,-0.2027,0.9,0.9,0.0909,0.9091,0.12090000000000001,0.12090000000000001,1.0,0.16065000000000002
all,119,1,15.5,10.0,24.0,0.9783,0.9762500000000001,0.9762500000000001,0.9771,0.9794499999999999,0.97645,0.977,0.9777,-0.5491,-0.60205,-0.601,-0.58065,-0.5217,-0.5971,-0.5830500000000001,-0.56585,0.00165,352.99875,0.0403,0.9188000000000001,22.25275,0.6743,0.033100000000000004,2.8205,0.7073,0.1,0.0496,0.1,2.0151,1.0,0.4962,0.25,0.07525,0.1005,3.32225,2.4876,0.74745,0.48935,0.0445,0.03795,11.081299999999999,12.86665,1.17325,0.0584,-0.55505,1.0,0.84415,1.5866,6.3945,1.026,0.5603499999999999,0.06670000000000001,0.93835,0.0643,0.0999,-0.45675,0.9,0.9,0.0909,0.9091,0.11995,0.11995,0.985,0.10969999999999999
bbob,1,1,15.5,10.0,2.0,0.6248499999999999,0.69035,0.74655,0.82845,0.6283000000000001,0.69455,0.75075,0.8323499999999999,-4.7518,-3.9226,-3.20995,-2.1731,-4.7158999999999995,-3.87465,-3.16255,-2.12685,0.5742499999999999,187.8498,0.09385,6.06665,67.27725,0.5804499999999999,1.0,1.0,1.0,0.09914999999999999,0.06739999999999999,0.093,1.4738,1.0658500000000002,0.7283999999999999,0.18765,0.12385,0.17035,1.53045,1.1033499999999998,0.7232000000000001,0.2224,0.15205000000000002,0.2061,1.4447999999999999,1.0711499999999998,0.7379,0.4477,0.11374999999999999,1.0,0.8404,1.2062,2.789,0.6657,0.54785,0.1451,0.9741,0.134,0.05235,-0.42155,0.9,0.9,0.0909,0.8182,0.1202,0.1202,0.94845,0.16085
bbob,1,2,15.5,10.0,9.0,0.6648000000000001,0.7289,0.78425,0.8611,0.66635,0.73065,0.78655,0.8624499999999999,-4.2456499999999995,-3.43425,-2.7328,-1.75935,-4.23395,-3.4177,-2.70775,-1.7454,0.8277,567.2103,1.08965,7.9892,7.3811,0.8301499999999999,1.0,1.0,1.0,0.0665,0.043800000000000006,0.0605,1.5236,1.1073,0.72565,0.1112,0.0797,0.1014,1.3888500000000001,1.1024,0.7992,0.13315,0.1054,0.12735000000000002,1.26505,1.04245,0.8212999999999999,0.33,-0.03325,1.0,0.8322,1.3063,3.5119,0.7658,0.5338,0.12775,0.9688,0.11754999999999999,0.0589,-0.36765000000000003,0.9,0.9,0.0909,0.8182,0.11954999999999999,0.11954999999999999,0.9792,0.1754
bbob,1,3,15.5,10.0,9.0,0.6622,0.7297,0.7816000000000001,0.85805,0.6633,0.7316,0.7839,0.85995,-4.279450000000001,-3.424,-2.7664,-1.79855,-4.273899999999999,-3.40645,-2.7426,-1.77625,0.81025,-86.5577,0.1846,7.99635,42.3616,0.81325,1.0,1.0,1.0,0.0712,0.046450000000000005,0.06525,1.5394999999999999,1.0949499999999999,0.7229,0.1192,0.08475,0.10925,1.40375,1.0975,0.7738,0.1431,0.1119,0.1357,1.27225,1.0467,0.8269,0.3399,-0.04035,1.0,0.83375,1.2863,3.3537,0.7457,0.53585,0.1283,0.9693,0.11695,0.0584,-0.3707,0.9,0.9,0.0909,0.8182,0.12045,0.12045,0.97665,0.17465
bbob,1,4,15.5,10.0,2.0,0.64655,0.71385,0.77075,0.84755,0.64955,0.71685,0.774,0.85045,-4.47705,-3.62405,-2.9039,-1.9308999999999998,-4.44745,-3.5934,-2.8682499999999997,-1.89785,0.72885,-18.8307,0.1683,7.8372,46.2066,0.7323500000000001,1.0,1.0,1.0,0.08215,0.054349999999999996,0.07519999999999999,1.479,1.08515,0.73045,0.14345,0.09995,0.13095,1.4438499999999999,1.10385,0.76635,0.1696,0.12840000000000001,0.15889999999999999,1.31615,1.0605000000000002,0.8003,0.378,-0.0148,1.0,0.83415,1.2462,3.0583,0.7057,0.5396,0.1247,0.97125,0.1137,0.0557,-0.38744999999999996,0.9,0.9,0.0909,0.8182,0.11915,0.11915,0.9667,0.17004999999999998
bbob,1,5,15.5,10.0,2.0,0.63995,0.7086,0.7666,0.84495,0.6429,0.71195,0.7696,0.8481,-4.561249999999999,-3.6915500000000003,-2.9562,-1.9641,-4.5319,-3.65655,-2.9240500000000003,-1.92725,0.7293000000000001,107.3743,0.3201,7.25135,23.0274,0.7345999999999999,1.0,1.0,1.0,0.0825,0.0545,0.07615,1.5222,1.0844,0.7138,0.14645,0.10115,0.132,1.4399,1.09995,0.76485,0.1726,0.12855,0.16225,1.3397000000000001,1.05905,0.7911999999999999,0.41265,0.0873,1.0,0.83525,1.2462,3.0583,0.7057,0.54235,0.14229999999999998,0.97165,0.13135000000000002,0.0554,-0.38765000000000005,0.9,0.9,0.0909,0.8182,0.12035,0.12035,0.96695,0.1698
bbob,2,1,15.5,10.0,1.0,0.8338,0.8612,0.8884,0.91805,0.8335,0.8613,0.88845,0.9183,-2.10515,-1.7582,-1.4136000000000002,-1.0377,-2.113,-1.7603499999999999,-1.41585,-1.0366,0.80745,16637949.899,6247.566999999999,4695830.8281,754.2103,0.80905,0.9984,5651.8195,0.9992,0.10155,0.055150000000000005,0.10919999999999999,1.8492,0.9307000000000001,0.50115,0.1835,0.09415000000000001,0.1227,1.9256,1.5,0.76925,0.045950000000000005,0.047,0.0444,0.9655499999999999,1.03985,1.0779999999999998,0.9123,-0.37605,13.0,0.7867,6.7918,468458.0116,5.991,0.55265,0.08145,0.9538,0.07239999999999999,0.0791,-0.28685,0.9,0.9,0.0909,0.8182,0.12240000000000001,0.12240000000000001,1.0,0.1746
