suite,fid,iid,pca.expl_var_PC1.cov_init,disp.ratio_mean_10,disp.diff_mean_02,nbc.nb_fitness.cor,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_10,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,disp.ratio_median_02,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_50,ela_distr.kurtosis,disp.ratio_median_25,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,ela_level.mmce_mda_10,pca.expl_var.cov_init,ela_distr.skewness,disp.ratio_mean_02,ela_level.mmce_mda_50,ela_level.lda_mda_50,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ela_level.lda_mda_10,disp.diff_mean_25,ela_meta.quad_simple.cond,nbc.nn_nb.cor,disp.diff_mean_10,ic.m0,disp.diff_median_05,ela_level.lda_qda_25,ela_level.lda_qda_50,disp.ratio_mean_25,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_init,disp.diff_median_25,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,disp.ratio_median_05,pca.expl_var.cov_x,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,disp.ratio_mean_05,disp.diff_median_10,pca.expl_var_PC1.cov_x,disp.diff_median_02,disp.diff_mean_05,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_25,ic.h.max,ela_level.qda_mda_50,ela_level.mmce_lda_10,pca.expl_var.cor_x,ic.eps.max,ela_level.qda_mda_25,subclustering_10_clusters,subclustering_15_clusters,subclustering_21_clusters,subclustering_34_clusters,subclustering_46_clusters,subclustering_48_clusters,clustering_12_clusters
bbob,8,2,1.0,0.782,-4.2269000000000005,-0.39225,0.21105,0.1197999999999999,0.0613999999999999,0.8182,50.98035,1.15445,0.66405,1.4385,0.1682,0.6213,0.1517,0.5412,0.85905,0.0617,2.5,0.0816,0.0909,0.8591,0.6663,0.184,1.14725,0.9667,0.12135,369768.4336,0.74865,1.07975,-1.79745,113.33415,0.108,-2.76115,0.5583,-3.4424,1.4978,1.3808,0.8581,0.145,0.1631,-1.7887,4.4294,894.4698000000001,0.9964,0.7286999999999999,0.9,46469.37045,0.9372,0.7824,0.72915,-2.76075,0.12135,-4.263450000000001,-3.4314,0.6063000000000001,0.1133,0.82025,0.82865,0.0885,0.9,14430.2717,0.7758,14,14,19,38,19,20,
bbob,8,3,1.0,0.78505,-4.20585,-0.4067,0.2168,0.12555,0.06035,0.8182,17.652900000000002,1.14905,0.66635,1.4374,0.16895,0.6093,0.14965,0.34125,0.85745,0.0623,1.0,0.0806,0.0909,0.7472000000000001,0.66795,0.1816499999999999,1.19965,0.9663,0.1201,409943.14915,0.7499,1.07535,-1.8117,102.4061,0.1158,-2.72285,0.5595,-3.4062,1.4539,1.44615,0.857,0.1483,0.16105,-1.80845,4.4795,2110.012,0.9967,0.7316,0.9,37883.8143,0.9347,0.7855000000000001,0.7318,-2.72265,0.1201,-4.23435,-3.39745,0.59405,0.11655,0.8237,0.82885,0.08635,0.9,16188.5969,0.7845,17,14,19,18,12,35,
bbob,8,4,1.0,0.7753000000000001,-4.322850000000001,-0.41405,0.23335,0.12295,0.0648,0.9091,33.6786,1.10885,0.65725,1.41355,0.1842,0.5594,0.1637,0.43525,0.85145,0.06095,2.0,0.08495,0.0909,0.79435,0.6587000000000001,0.20405,1.1378,0.96745,0.1231,299143.8652,0.7551,1.05975,-1.89755,67.85665,0.1103,-2.8459000000000003,0.56355,-3.5447,1.44935,1.4207,0.8502,0.1647,0.1597,-1.8852,4.3694,933.04625,0.99405,0.72065,0.9,32320.6042,0.9116,0.77555,0.7215,-2.8487,0.1231,-4.348,-3.52735,0.54035,0.1261499999999999,0.8279,0.7983499999999999,0.0906,0.9,12276.9105,0.766,14,14,19,38,19,20,
bbob,8,5,1.0,0.7787,-4.2895,-0.4028,0.2127,0.121,0.0618,0.8182,16.185850000000002,1.11095,0.6601,1.40235,0.1763,0.61655,0.15575,0.77505,0.8539,0.06125,1.0,0.08085,0.0909,0.86955,0.6614,0.19235,1.1155499999999998,0.9673,0.1205499999999999,309897.3915,0.76505,1.0694,-1.86625,73.28465,0.10525,-2.80315,0.56285,-3.4731,1.43125,1.38025,0.85265,0.15865,0.16435,-1.8542,4.3694,1758.86955,0.9945,0.72635,0.9,29149.76305,0.92935,0.77945,0.7262500000000001,-2.79985,0.1205499999999999,-4.3142,-3.4674500000000004,0.60025,0.1227999999999999,0.82875,0.8067,0.08675,0.9,12276.9105,0.7858,17,14,19,18,12,35,
bbob,9,1,1.0,0.7777000000000001,-3.91475,-0.3989,0.42885,0.1266,0.0902999999999999,0.9091,9.03325,1.00325,0.6720999999999999,1.10725,0.25,0.17085,0.19025,8.72485,0.8369,0.05685,2.0,0.1,0.0909,2.1664000000000003,0.69095,0.3647,1.1667,0.971,0.1195499999999999,182737.25185,0.9037,1.0,-2.0429000000000004,1.54095,0.1147,-2.81645,0.5642,-3.49485,1.3413,2.22665,0.83875,0.2497,0.1171,-2.0696000000000003,4.2292,554.13945,0.73765,0.72465,0.9,5908.4382000000005,0.5783,0.7693,0.7377,-2.928,0.1195499999999999,-4.1615,-3.32275,0.0458,0.1864,0.8184,0.52605,0.1,0.9,8107.9098,0.74745,17,18,14,16,18,21,
bbob,9,2,1.0,0.7694,-4.0778,-0.39955,0.42495,0.122,0.09255,0.9091,28.37045,0.99725,0.66445,1.08035,0.25005,0.16925,0.19355,8.823450000000001,0.8351999999999999,0.05675,2.0,0.1,0.0909,2.1663,0.67805,0.36035,1.17445,0.9709,0.1212,178498.2769,0.9256,1.0,-2.07885,1.59315,0.1071999999999999,-2.92075,0.5644,-3.5715,1.32505,2.1796,0.83585,0.25065,0.11715,-2.09145,4.2092,272.27915,0.7503,0.7186,0.9,7592.27,0.5934,0.76415,0.72715,-2.99365,0.1212,-4.258850000000001,-3.4561,0.0528,0.1888,0.8192999999999999,0.5364,0.1,0.9,8107.9098,0.7495499999999999,17,18,14,16,18,21,
bbob,9,3,1.0,0.7768999999999999,-3.94045,-0.39505,0.4281,0.13595,0.08995,0.9091,17.80805,1.00775,0.67035,1.1119,0.25,0.1742,0.19275,8.18555,0.83675,0.05745,3.0,0.1,0.0909,2.1455,0.6889000000000001,0.36645,1.16625,0.97045,0.12125,183385.90075,0.89935,1.0,-2.0522,1.4969,0.1187,-2.82625,0.56295,-3.503,1.3351000000000002,2.2268,0.838,0.24845,0.1153,-2.0715000000000003,4.2292,352.8104,0.7292000000000001,0.72395,0.9,6955.10265,0.5730999999999999,0.76965,0.7376,-2.9239,0.12125,-4.18455,-3.3245,0.0484,0.18725,0.81775,0.52625,0.1,0.9,8490.4152,0.7598,17,18,14,16,18,21,
bbob,9,4,1.0,0.7744,-3.9662,-0.4005999999999999,0.42545,0.122,0.0910499999999999,0.9091,20.3103,1.003,0.66865,1.09815,0.25,0.1851499999999999,0.19195,8.22015,0.8358,0.05675,2.0,0.1,0.0909,2.12995,0.6869,0.3612499999999999,1.18155,0.97085,0.12195,177300.3371,0.9106,1.0,-2.062,1.34125,0.10655,-2.85795,0.5649500000000001,-3.5021500000000003,1.34095,2.21485,0.8372,0.2492,0.11655,-2.08435,4.2092,292.0009,0.7583,0.7241,0.9,5962.93985,0.58445,0.76755,0.7369,-2.9494,0.12195,-4.20515,-3.3331,0.0511,0.1864,0.8181,0.5306,0.1,0.9,8107.9098,0.7476,17,18,14,16,18,21,
bbob,9,5,1.0,0.7693,-4.0392,-0.3941,0.4199,0.13755,0.09185,0.9091,42.4655,1.00025,0.6651,1.08915,0.2501,0.17625,0.1904,9.2355,0.8341000000000001,0.05665,2.0,0.1,0.0909,2.2523,0.6811,0.36045,1.16575,0.97115,0.1208,181797.17875,0.91815,1.0,-2.09675,1.7188,0.1296,-2.9225,0.56495,-3.59555,1.34095,2.214,0.8345,0.25015,0.1190499999999999,-2.1053,4.2292,184.82975,0.747,0.71665,0.9,7514.22515,0.5900000000000001,0.7633,0.7267,-3.0037000000000003,0.1208,-4.2493,-3.46155,0.0562,0.18645,0.81965,0.5266,0.1,0.9,8490.4152,0.74515,17,18,14,16,18,21,
bbob,10,1,1.0,0.8928,-2.0147500000000003,-0.2803,0.06575,0.0794,0.0413,0.8182,19.3479,1.5438,0.8396,2.57315,0.13095,0.9622,0.0516999999999999,2.44845,0.9306,0.08105,10.0,0.0964,0.0909,1.47925,0.8409,0.0571,1.17,0.9517,0.1204,24413848.9442,0.43165,1.0996,-0.873,26.68025,0.0816,-1.3578,0.5267,-1.6897,2.16425,1.2862,0.93105,0.08175,0.1716,-0.8806,6.1512,212042.7715,0.9911,0.8669,0.9,4036669.05225,0.79925,0.89245,0.8684499999999999,-1.36525,0.1204,-2.0352,-1.6662,0.7695000000000001,0.06125,0.78095,0.89485,0.1064499999999999,0.9,709334.1205,0.72945,14,14,12,34,15,16,
bbob,10,2,1.0,0.89935,-1.8206,-0.27765,0.0852499999999999,0.087,0.04675,0.8182,4.2624,1.6553,0.8521,2.49865,0.1687,0.95425,0.06445,3.42735,0.9292,0.08115,11.0,0.1081,0.0909,1.6206,0.85625,0.0658499999999999,1.27825,0.95165,0.11915,21441475.94225,0.4262,1.08065,-0.8903,24.5244,0.08635,-1.27515,0.53055,-1.5438,2.52985,1.3175,0.9297,0.10185,0.16975,-0.89835,6.1311,733972.79565,0.9916,0.87835,0.9,3090770.0138,0.7574000000000001,0.8985000000000001,0.87965,-1.2884000000000002,0.11915,-1.8767,-1.5247,0.7193,0.06745,0.7803,0.97575,0.1175499999999999,0.9,632289.76295,0.6635,14,14,19,38,19,20,
bbob,10,3,1.0,0.913,-1.65895,-0.28515,0.2397,0.08415,0.058,0.9091,35.341899999999995,2.48565,0.8672500000000001,1.7816,0.28905,0.9161,0.06555,5.3109,0.93755,0.0807499999999999,7.0,0.1049,0.0909,2.0864000000000003,0.86905,0.0895499999999999,2.6934,0.9525,0.11965,13760132.22695,0.5538000000000001,0.98535,-0.78005,45.0783,0.0801,-1.102,0.5438000000000001,-1.37765,3.18345,3.67795,0.9384,0.1169,0.1498999999999999,-0.7922,6.011,54863.9424,0.9942,0.8914500000000001,0.9,1955567.592,0.47735,0.91155,0.89185,-1.1235,0.11965,-1.6844,-1.3703,0.39625,0.0912999999999999,0.7878000000000001,0.7286999999999999,0.1035,0.9,447353.3054,0.77565,14,14,19,38,19,20,
bbob,10,4,1.0,0.8841,-2.07525,-0.2683,0.0339,0.0814,0.0341,0.8182,56.98895,1.1759,0.8330500000000001,2.76325,0.06045,0.96325,0.0312999999999999,5.96365,0.92315,0.0824,8.0,0.08505,0.0909,2.0846,0.8362,0.0344,0.97605,0.95045,0.1198,30510201.9025,0.4004999999999999,1.11105,-0.96125,28.7761,0.0832499999999999,-1.4682,0.5245,-1.7903,1.3057500000000002,1.1029,0.9241,0.0513,0.1725999999999999,-0.9755,6.2312,93119.21515,0.98985,0.8589,0.9,5313528.62135,0.8065,0.88175,0.8599,-1.5008,0.1198,-2.1188,-1.7742,0.78425,0.0456499999999999,0.7747999999999999,0.90415,0.0934,0.9,852964.45,0.87695,14,14,12,34,15,16,
bbob,10,5,1.0,0.912,-1.7884,-0.3102,0.3628,0.0897,0.05645,0.9091,15.9951,2.4337,0.85705,1.84375,0.26955,0.90135,0.0678,7.29665,0.93895,0.08045,6.0,0.1033,0.0909,2.1758,0.8588,0.0859,4.2291,0.95325,0.12065,12388560.2356,0.5413,1.006,-0.7636000000000001,28.7961,0.08645,-1.1147,0.5434000000000001,-1.42895,2.91365,5.38215,0.9397,0.11095,0.1221,-0.7746500000000001,5.971,39023.37105,0.99495,0.8874500000000001,0.9,625503.27085,0.1866499999999999,0.91175,0.8896,-1.1198,0.12065,-1.8144,-1.39855,0.0892,0.09245,0.79645,0.7779,0.1038,0.9,447353.3054,0.8472500000000001,17,18,14,16,18,21,
bbob,11,1,1.0,0.97485,-0.32815,-0.2815499999999999,0.416,0.05705,0.0508,0.9091,21.7905,2.98745,0.97465,1.96805,0.25,0.84985,0.0631,6.1377500000000005,0.9755,0.09825,15.5,0.1,0.0909,2.22725,0.9741,0.03805,11.00495,0.9394,0.11975,8448250.25685,0.5081,1.0,-0.3101,119.9295,0.05615,-0.31845,0.5587500000000001,-0.3317,3.1746,6.6264,0.97555,0.08365,0.1180499999999999,-0.31065,5.9309,28804.4485,0.9962,0.97385,0.9,623207.5086000001,0.21415,0.97435,0.97365,-0.32575,0.11975,-0.3216,-0.33385,0.06755,0.0788,0.77205,1.6485,0.1,0.9,355263.4677,0.9322,17,14,19,18,12,35,
bbob,11,2,1.0,0.96985,-0.3681999999999999,-0.28025,0.47675,0.0613,0.04965,0.9091,22.8781,3.3756500000000003,0.97055,2.01515,0.25,0.866,0.05715,6.1995000000000005,0.9729,0.0989,14.5,0.1,0.0909,2.22175,0.9709,0.0344,14.0243,0.939,0.1202,8278599.15985,0.4962499999999999,1.0,-0.3455,106.6806,0.05905,-0.3823,0.5597,-0.368,3.2468,8.3447,0.97275,0.07405,0.1111,-0.3443,5.9209,13235.0937,0.9962,0.971,0.9,290443.5979,0.1431,0.96995,0.9707,-0.3818,0.1202,-0.3737,-0.3715,0.01805,0.077,0.77295,1.71915,0.1,0.9,355263.4677,1.0258500000000002,17,18,14,16,18,21,
bbob,11,3,1.0,0.9595,-0.5442,-0.2487,0.1201,0.05675,0.04745,0.9091,19.760150000000003,2.5672,0.95835,2.10935,0.3491999999999999,0.9397,0.0564999999999999,4.8079,0.96345,0.0967,14.0,0.1002,0.0909,2.0852,0.95705,0.07775,1.4869,0.94025,0.121,12257016.63415,0.47295,1.0,-0.4636,94.5116,0.06495,-0.51305,0.54855,-0.53015,4.97865,2.1395,0.9634,0.13585,0.1594499999999999,-0.46375,5.991,130533.83735,0.9937,0.9582,0.9,2458327.5634,0.57765,0.9601,0.958,-0.50595,0.121,-0.5285500000000001,-0.53145,0.52625,0.0701499999999999,0.7596,0.72595,0.10005,0.9,389574.5616,0.5074000000000001,14,14,12,34,15,16,
bbob,11,4,1.0,0.9545,-0.57325,-0.2491,0.0795,0.06455,0.04615,0.8182,42.7673,2.20565,0.95515,2.2313,0.3371,0.95915,0.0608,4.21365,0.9574,0.09565,14.0,0.10205,0.0909,1.94765,0.95475,0.0723,1.0966,0.9409,0.1217999999999999,13721665.4717,0.4502,1.0018,-0.5441,65.9975,0.0728,-0.57655,0.54725,-0.55955,5.2208000000000006,1.26795,0.95705,0.14915,0.16365,-0.5405,6.031,63044.04265,0.993,0.9559,0.9,2649730.93515,0.63615,0.95535,0.95525,-0.5668500000000001,0.1217999999999999,-0.5689,-0.5665,0.6023499999999999,0.0648,0.7588,0.82755,0.10225,0.9,407953.4503,0.42805,14,14,12,34,15,16,
bbob,11,5,1.0,0.97475,-0.32215,-0.2758,0.4245,0.0628499999999999,0.0498,0.9091,16.220950000000002,3.0211,0.97415,2.0076,0.25,0.88845,0.05395,7.5846,0.9752,0.0992,14.0,0.1,0.0909,2.31685,0.9746,0.03235,13.1177,0.9387,0.1187,8363147.083000001,0.4981,1.0,-0.3174,73.9693,0.0616499999999999,-0.31975,0.55995,-0.3235,3.2284,7.8247,0.97495,0.0828,0.1127,-0.3142,5.9209,22782.1262,0.99575,0.9745,0.9,391267.87975,0.14145,0.97505,0.97415,-0.3167,0.1187,-0.3278,-0.3278999999999999,0.0262,0.0774499999999999,0.77205,1.68945,0.1,0.9,355263.4677,0.91755,17,18,14,16,18,21,
bbob,12,1,1.0,0.78655,-4.19615,-0.13495,0.1865,0.1089499999999999,0.06545,0.9091,40.81625,1.1662,0.66615,1.48195,0.1638,0.3367,0.1294,346.0931,0.86915,0.06305,26.5,0.0900499999999999,0.0909,15.02225,0.6688000000000001,0.1408499999999999,1.33545,0.9654,0.12045,939186742.75875,0.72235,1.07275,-1.66765,7.0852,0.1022,-2.7035,0.5389,-3.39015,1.42805,1.46095,0.86835,0.13995,0.1266,-1.66005,7.5526,5876616.0901,0.4799,0.73275,0.9,234898126.3497,0.19075,0.7864,0.73325,-2.7098,0.12045,-4.236700000000001,-3.37865,0.13995,0.1138,0.7233499999999999,0.9215,0.0968499999999999,0.9,7796360.1304,0.80855,18,19,15,35,17,19,
bbob,12,2,1.0,0.80565,-4.0823,-0.17665,0.141,0.1047,0.05805,0.9091,7.0363500000000005,1.1584,0.6771,1.46465,0.1342499999999999,0.60805,0.10755,105.22875,0.888,0.06755,8.0,0.0783,0.0909,7.9604,0.67775,0.11485,1.2229,0.9616,0.121,1236664874.60565,0.73935,1.08745,-1.42015,12.38705,0.0995,-2.46165,0.5307,-3.2071,1.40605,1.3140999999999998,0.8879,0.11635,0.1446,-1.42105,7.7728,40209419.09985,0.7256,0.74735,0.9,265748519.32555,0.37555,0.8059000000000001,0.74875,-2.4631,0.121,-4.09925,-3.18315,0.3214,0.09515,0.71265,0.9281,0.0846,0.9,15566543.5927,0.82155,14,14,12,34,15,16,
bbob,12,3,1.0,0.81835,-3.7849,-0.1052,0.1335,0.10615,0.04925,0.9091,6.3157,1.307,0.6991,1.53745,0.11605,0.4186499999999999,0.0931,385.3982,0.8969,0.06925,43.0,0.0694,0.0909,15.835449999999998,0.7011499999999999,0.09665,1.3564,0.96035,0.11975,5287403653.2057495,0.71,1.0891000000000002,-1.30605,34.6136,0.10495,-2.3009,0.5284500000000001,-2.9692,1.50075,1.42065,0.8969,0.08825,0.12825,-1.3082,8.033,253960215.56715,0.5420499999999999,0.7661,0.9,1758870921.06315,0.19065,0.8188,0.7663500000000001,-2.29995,0.11975,-3.81675,-2.95965,0.1591,0.0771,0.66675,0.9586,0.0754,0.9,11019385.88275,0.86835,18,19,15,25,25,27,
bbob,12,4,1.0,0.80305,-4.0971,-0.1049,0.1585,0.1038999999999999,0.06145,0.9091,16.6006,1.16285,0.67475,1.44365,0.153,0.38485,0.11385,422.161,0.88455,0.0671,46.0,0.0818,0.0909,16.5701,0.6766000000000001,0.1243,1.2395,0.962,0.1219,3414615023.3247995,0.7462,1.0813,-1.45955,29.1446,0.09775,-2.49445,0.53455,-3.241,1.4609,1.3803,0.88475,0.133,0.1294,-1.4648,7.8529,64429050.92515,0.5181,0.74465,0.9,1034823836.0544,0.17715,0.8020499999999999,0.7463500000000001,-2.51165,0.1219,-4.12875,-3.2133,0.14535,0.10705,0.6897,0.9022,0.0880499999999999,0.9,9375015.0151,0.8021,18,19,15,25,25,27,
bbob,12,5,1.0,0.8028500000000001,-4.10455,-0.1274,0.2151,0.10665,0.05975,0.9091,34.76015,1.1864,0.6759,1.4287,0.16745,0.3178,0.1411,404.74235,0.8806499999999999,0.06555,32.0,0.07815,0.0909,15.53005,0.67595,0.154,1.38055,0.9634,0.1205,1640357526.4548,0.7575000000000001,1.08535,-1.5114999999999998,5.7366,0.10535,-2.49705,0.5406,-3.22255,1.48745,1.5227,0.8807,0.1407999999999999,0.12445,-1.5143,7.7928,12402050.27515,0.4585,0.74605,0.9,432582652.91015,0.1602,0.80275,0.7461,-2.5028,0.1205,-4.11265,-3.21685,0.1176,0.11285,0.7162,0.90705,0.08455,0.9,12362095.4374,0.8005,18,19,15,35,17,19,
bbob,13,1,0.9998,0.80335,-3.97165,-0.36645,0.142,0.10565,0.0458,0.8182,17.0927,1.2094,0.68145,1.718,0.1348,0.868,0.0953,-0.0859,0.87305,0.0616499999999999,1.0,0.07185,0.0909,0.2115,0.6865,0.118,1.1927500000000002,0.96685,0.12065,2405.9593000000004,0.641,1.0979,-1.60565,3.4535,0.1109,-2.49125,0.5293,-3.2060000000000004,1.6433,1.48565,0.87325,0.11215,0.17325,-1.6121,1.7467,5.8383,0.9959,0.74745,0.9,100.43845,0.9034,0.8015000000000001,0.7504500000000001,-2.52045,0.12065,-4.0434,-3.16145,0.78105,0.08175,0.8312999999999999,0.80175,0.07885,0.9,33.6145,0.7357,17,18,14,16,18,21,
bbob,13,2,0.9998,0.81465,-3.76635,-0.3562499999999999,0.1163,0.10925,0.04405,0.8182,19.681,1.2072,0.69735,1.7304,0.1186,0.9091,0.08405,-0.17975,0.8823,0.06505,1.0,0.06735,0.0909,0.2223,0.70265,0.10195,1.13505,0.96425,0.12085,2533.8543,0.6433,1.1142,-1.4794,2.1727,0.10285,-2.34835,0.5264,-2.9733,1.60575,1.3922,0.88325,0.0988999999999999,0.17615,-1.49385,1.7868,6.47805,0.996,0.7656499999999999,0.9,126.96725,0.922,0.81275,0.7676499999999999,-2.377,0.12085,-3.8393,-2.9432,0.8417,0.0735,0.8305,0.81185,0.07505,0.9,36.861,0.7524500000000001,17,18,14,16,18,21,
bbob,13,3,0.9996,0.79975,-3.91975,-0.4085499999999999,0.2361,0.12425,0.059,0.9091,10.4203,1.24975,0.6859,1.60355,0.1954,0.73905,0.12185,0.06535,0.865,0.0593,1.0,0.08795,0.0909,0.1873,0.6906,0.1807,1.3022,0.9688,0.12165,1884.74515,0.6746,1.0889,-1.69975,2.6261,0.1153,-2.5369,0.5444,-3.22565,1.8883,1.9223,0.8657999999999999,0.15705,0.158,-1.7127,1.7067,6.62895,0.9916,0.7459,0.9,68.21195,0.7566,0.7964,0.75055,-2.58425,0.12165,-3.98675,-3.16005,0.5163,0.10395,0.8383,0.6767000000000001,0.09525,0.9,30.654,0.6657,17,18,14,16,18,21,
bbob,13,4,0.9996,0.79995,-3.90515,-0.41125,0.24435,0.1331999999999999,0.05765,0.9091,52.15645,1.2748499999999998,0.68735,1.61625,0.1997999999999999,0.73225,0.12625,0.07405,0.8642,0.05965,1.0,0.0867,0.0909,0.1555,0.6917,0.1846,1.30215,0.9685,0.12135,3034.9147000000003,0.6710499999999999,1.09155,-1.70535,2.87585,0.1232999999999999,-2.53395,0.54355,-3.17675,1.8642,1.94005,0.8653500000000001,0.15485,0.15685,-1.72365,1.7067,1.3438,0.9909,0.7497,0.9,71.95365,0.75375,0.79695,0.75315,-2.57635,0.12135,-3.9676,-3.1272,0.4992,0.1056,0.8369,0.6779,0.09465,0.9,30.654,0.6756500000000001,17,18,14,16,18,14,
bbob,13,5,0.9996,0.78935,-3.93685,-0.4208,0.2498,0.1249,0.06615,0.9091,15.47035,1.2381,0.68035,1.5752000000000002,0.22145,0.6884,0.12605,0.1004,0.85805,0.05805,1.0,0.09855,0.0909,0.29245,0.6892499999999999,0.1856999999999999,1.34845,0.9698,0.12,2070.0062500000004,0.6741,1.0487,-1.7862,3.67295,0.11225,-2.6679,0.54435,-3.3409,1.87855,1.96975,0.85895,0.1777,0.15365,-1.80125,1.7267,3.64265,0.99075,0.7367,0.9,55.4577,0.767,0.78445,0.7441,-2.73505,0.12,-4.05485,-3.24125,0.46455,0.11775,0.8392,0.6728,0.1033,0.9,32.1001,0.65795,17,18,14,16,18,14,
bbob,14,1,0.9974,0.83945,-3.39095,-0.2892,0.154,0.0993999999999999,0.04785,0.8182,22.9883,1.2636500000000002,0.7255,1.6917,0.1378,0.8635,0.1045,6.1240000000000006,0.89895,0.0702,6.0,0.07285,0.0909,2.0635000000000003,0.7323,0.11995,1.30045,0.95965,0.1202999999999999,143.59300000000002,0.6595,1.1135000000000002,-1.26545,49.85765,0.0978,-2.03355,0.5326,-2.6865,1.607,1.4836,0.9001,0.1089499999999999,0.1644499999999999,-1.2821,1.0661,1.1793,0.9564,0.78825,0.9,27.04525,0.7275,0.83695,0.79295,-2.0693,0.1202999999999999,-3.4829,-2.62265,0.64185,0.0853,0.77785,0.874,0.08145,0.9,5.3177,0.7849999999999999,12,23,24,39,41,39,
bbob,14,3,0.99335,0.82935,-3.5923,-0.31515,0.22625,0.1101999999999999,0.0603,0.9091,25.65155,1.2684,0.7081999999999999,1.6843,0.1915,0.71685,0.12195,6.594250000000001,0.8926499999999999,0.06725,5.0,0.0947,0.0909,2.0651,0.71635,0.1583,1.4221,0.96235,0.1205499999999999,207.63025,0.63195,1.07395,-1.33065,11.30515,0.1031,-2.1618500000000003,0.54355,-2.86625,1.86245,1.8557,0.8949,0.15005,0.1513,-1.3619500000000002,0.9259,0.77635,0.9345,0.7741,0.9,20.1289,0.59395,0.8253,0.7804500000000001,-2.21645,0.1205499999999999,-3.70325,-2.781,0.43765,0.103,0.788,0.77595,0.10195,0.9,3.8511,0.6764,14,17,17,32,38,40,
bbob,14,5,0.9984,0.8405,-3.3643,-0.2794999999999999,0.16515,0.1079,0.0491,0.8182,29.057450000000003,1.25305,0.72435,1.6065999999999998,0.14235,0.83665,0.10715,7.4534,0.8994,0.0708,5.0,0.07205,0.0909,2.31785,0.7344,0.11685,1.4045999999999998,0.95995,0.12125,181.0626,0.6799999999999999,1.09935,-1.2571,30.71075,0.0997,-2.0204500000000003,0.5325500000000001,-2.6833,1.63115,1.54285,0.9008,0.113,0.1617,-1.2765,1.1061,1.3415499999999998,0.9464,0.7885500000000001,0.9,39.88075,0.661,0.8377,0.7948500000000001,-2.0599,0.12125,-3.4984,-2.5989,0.57855,0.087,0.7755,0.92785,0.0791,0.9,5.5686,0.7755,13,12,27,13,36,49,
bbob,15,1,0.9998,0.79095,-4.08575,-0.3174,0.21055,0.11715,0.06605,0.9091,35.28335,1.2092,0.6749499999999999,1.4698,0.1915,0.64025,0.1407,10.5271,0.86085,0.062,3.0,0.0917,0.0909,2.3807,0.67745,0.1762,1.1865,0.9667,0.12,1975.0056,0.71965,1.06455,-1.758,3.41535,0.106,-2.6485,0.5467500000000001,-3.2953,1.6306500000000002,1.48275,0.8612,0.1601,0.1566,-1.76645,1.6867,2.5161,0.8763000000000001,0.7403500000000001,0.9,89.41579999999999,0.6638999999999999,0.78945,0.74195,-2.6725000000000003,0.12,-4.12575,-3.26925,0.4709,0.1175499999999999,0.80735,0.7987,0.09745,0.9,23.247,0.7428,17,18,14,16,18,21,
bbob,15,2,1.0,0.80625,-3.8152,-0.2375499999999999,0.1779,0.1084,0.0565,0.9091,102.42795,1.2296,0.6953499999999999,1.63015,0.16875,0.70655,0.12385,114.7387,0.8742,0.065,5.0,0.0837,0.0909,6.4755,0.6988,0.14915,1.18845,0.9642,0.1216,1344.6405,0.6771,1.0901999999999998,-1.58745,7.0085,0.09845,-2.4545000000000003,0.5378499999999999,-3.1134500000000003,1.6507,1.4238499999999998,0.87465,0.1372,0.15395,-1.59645,1.7467,2.1275,0.8505,0.7545999999999999,0.9,210.20175,0.5572,0.80515,0.7564500000000001,-2.4724,0.1216,-3.8646,-3.08485,0.4547,0.10275,0.7912,0.8378,0.09115,0.9,25.4921,0.7423500000000001,14,14,12,42,54,31,
bbob,15,3,1.0,0.8140000000000001,-3.87155,-0.225,0.13215,0.10565,0.0527,0.9091,7.2322,1.18135,0.6938500000000001,1.5666,0.14555,0.70175,0.10425,91.5204,0.8845000000000001,0.0672,3.0,0.0744499999999999,0.0909,6.9788,0.69435,0.1158,1.1174,0.96185,0.11965,1941.1967,0.70475,1.10075,-1.45635,8.7247,0.0986499999999999,-2.3558,0.53235,-3.03205,1.52535,1.2597,0.88505,0.1238499999999999,0.1548,-1.46555,1.967,50.3092,0.8186,0.76105,0.9,364.7456,0.5513,0.81195,0.7636499999999999,-2.3863000000000003,0.11965,-3.88615,-2.99405,0.48325,0.0959,0.7777000000000001,0.8956500000000001,0.0824,0.9,40.421,0.77645,14,14,12,34,15,16,
